ISO_code,Continent,Country/Region,Date,Susceptibles Smooth (S),Infected Smooth (I),Recovered Smooth (R),Deaths Smooth (D),Mu Smooth,Beta Smooth,Gamma Smooth,Positive Test Rate Smooth,Mobility Rate Smooth
ESP,Europe,Spain,2020-11-06,46066354.42857143,265260.2857142857,961944.2857142857,39055.0,0.0015811593664799527,0.07468234745961354,0.06493158474814137,0.135,-0.16714285714285718
ESP,Europe,Spain,2020-11-07,46045903.85714286,269775.14285714284,977457.8571428572,39477.142857142855,0.0015811593664799527,0.07259853219326942,0.06517394876813061,0.134,-0.17809523809523808
ESP,Europe,Spain,2020-11-08,46025453.28571429,274290.0,992971.4285714284,39899.28571428572,0.0016244900990939793,0.07042818707746998,0.0654228859869934,0.134,-0.1838095238095238
ESP,Europe,Spain,2020-11-09,46005378.85714286,276375.85714285716,1010518.8571428572,40340.42857142857,0.0014956939266131755,0.0690822349695137,0.06578833220234813,0.133,-0.1773809523809524
ESP,Europe,Spain,2020-11-10,45987971.42857143,275186.4285714286,1028708.5714285716,40747.57142857143,0.0010498867028750137,0.06991702058468029,0.06614542888535514,0.131,-0.17666666666666667
ESP,Europe,Spain,2020-11-11,45968928.42857143,275358.71428571426,1047295.4285714284,41031.42857142857,0.001042855737240327,0.0693020032345981,0.06641506958937943,0.129,-0.17261904761904762
ESP,Europe,Spain,2020-11-12,45950227.85714286,274822.2857142857,1066250.2857142857,41313.57142857143,0.0010248722376185973,0.06846065120105523,0.0667974227955465,0.126,-0.1680952380952381
ESP,Europe,Spain,2020-11-13,45931690.85714286,273308.4285714286,1086024.5714285714,41590.142857142855,0.0010248722376185973,0.06722124172406856,0.06747249261176483,0.123,-0.165
ESP,Europe,Spain,2020-11-14,45913153.85714285,271794.5714285714,1105798.857142857,41866.71428571428,0.0010248722376185973,0.06555259343738369,0.06822099540723149,0.122,-0.16357142857142856
ESP,Europe,Spain,2020-11-15,45894616.85714286,270280.71428571426,1125573.142857143,42143.28571428572,0.001020327523860368,0.06363636142628012,0.06962035568176142,0.12,-0.16666666666666669
ESP,Europe,Spain,2020-11-16,45878095.99999999,266364.5714285714,1145737.5714285714,42415.857142857145,0.001267740072056048,0.06286784918892398,0.07069740668030745,0.117,-0.16571428571428573
ESP,Europe,Spain,2020-11-17,45859695.28571428,264226.14285714284,1165942.0,42750.57142857143,0.0010551297793715364,0.059712657564671714,0.07199945580073283,0.114,-0.16547619047619047
ESP,Europe,Spain,2020-11-18,45844319.28571429,258575.42857142852,1186692.4285714286,43026.857142857145,0.0010231335808668779,0.05883178177180577,0.07312719157269483,0.112,-0.16452380952380954
ESP,Europe,Spain,2020-11-19,45829411.57142858,252738.0,1207176.142857143,43288.28571428572,0.0010640037624005734,0.05776762513609019,0.07440638558750616,0.109,-0.165
ESP,Europe,Spain,2020-11-20,45815391.71428571,246465.1428571429,1227204.5714285714,43552.57142857143,0.0010640037624005734,0.05697026305417624,0.07562086306003965,0.106,-0.16499999999999998
ESP,Europe,Spain,2020-11-21,45801371.85714286,240192.2857142857,1247233.0,43816.857142857145,0.0010640037624005734,0.0560579348569128,0.07606380588536132,0.105,-0.15952380952380954
ESP,Europe,Spain,2020-11-22,45787352.00000001,233919.42857142852,1267261.4285714286,44081.142857142855,0.0011323966323395335,0.055114104842313216,0.07588035435055789,0.104,-0.1554761904761905
ESP,Europe,Spain,2020-11-23,45775101.71428572,226268.1428571429,1286894.7142857143,44349.428571428565,0.0012731906997050836,0.05513042083581717,0.0750855534095894,0.103,-0.155
ESP,Europe,Spain,2020-11-24,45762984.42857143,221102.2857142857,1303895.0,44632.28571428573,0.001320769185219431,0.05445289845980765,0.07437489117520799,0.1,-0.1554761904761905
ESP,Europe,Spain,2020-11-25,45751595.14285714,213447.0,1322654.142857143,44917.714285714275,0.0014313443112406086,0.054423105005512964,0.07391143742642269,0.096,-0.15809523809523807
ESP,Europe,Spain,2020-11-26,45740769.28571428,205556.8571428572,1341072.5714285714,45215.28571428573,0.0014672322805308075,0.054466147740708695,0.07343509087841314,0.092,-0.16166666666666665
ESP,Europe,Spain,2020-11-27,45730558.14285714,197214.8571428572,1359333.0,45508.0,0.0014672322805308075,0.05483131708822355,0.07288750418807075,0.088,-0.16547619047619047
ESP,Europe,Spain,2020-11-28,45720347.0,188872.8571428572,1377593.4285714286,45800.714285714275,0.0014672322805308075,0.0553595735819894,0.07208350465513122,0.085,-0.1661904761904762
ESP,Europe,Spain,2020-11-29,45710135.85714286,180530.8571428572,1395853.857142857,46093.428571428565,0.0014865467591298428,0.05601217075869573,0.07270472920107272,0.085,-0.16142857142857142
ESP,Europe,Spain,2020-11-30,45700768.57142858,173373.0,1412102.1428571432,46370.28571428573,0.0015264069956017856,0.056538466109236886,0.07173367555097958,0.083,-0.15857142857142856
ESP,Europe,Spain,2020-12-01,45691968.57142857,163843.7142857143,1430168.1428571432,46633.571428571435,0.0015480467862469553,0.05781412696397139,0.07038574411413542,0.081,-0.15595238095238098
ESP,Europe,Spain,2020-12-02,45683295.85714286,157167.14285714287,1445267.8571428568,46883.142857142855,0.0015510424628646796,0.05813794557216982,0.06894682698617224,0.079,-0.15166666666666664
ESP,Europe,Spain,2020-12-03,45674932.0,150647.0,1459914.1428571432,47120.857142857145,0.0015468252327947019,0.058182623697535275,0.06702433488336987,0.076,-0.145
ESP,Europe,Spain,2020-12-04,45666869.28571428,144727.85714285713,1473669.7142857143,47347.142857142855,0.0015468252327947019,0.057980664116765564,0.06474422858362408,0.076,-0.14357142857142854
ESP,Europe,Spain,2020-12-05,45658806.57142858,138808.7142857143,1487425.2857142857,47573.428571428565,0.0015468252327947019,0.05802448349315222,0.06444694166179908,0.075,-0.14452380952380953
ESP,Europe,Spain,2020-12-06,45650743.85714285,132889.57142857142,1501180.8571428568,47799.714285714275,0.0016540231355014925,0.05825182500946264,0.06192053369205507,0.075,-0.14666666666666667
ESP,Europe,Spain,2020-12-07,45643009.42857143,128416.71428571428,1513162.8571428568,48025.0,0.0012259562834683198,0.05773047410509595,0.061171522010200416,0.074,-0.15785714285714286
ESP,Europe,Spain,2020-12-08,45636454.57142858,122975.0,1524997.2857142857,48187.142857142855,0.0014623420274793278,0.06036214888617453,0.059757738446582435,0.074,-0.1926190476190476
ESP,Europe,Spain,2020-12-09,45629836.57142857,118312.71428571428,1536101.1428571432,48363.571428571435,0.0016430813617913413,0.06376279750641936,0.058146320597127814,0.074,-0.19214285714285714
ESP,Europe,Spain,2020-12-10,45623528.85714286,113905.57142857145,1546629.4285714286,48550.142857142855,0.0018100417585021394,0.06880314894293899,0.0560902360371499,0.077,-0.19428571428571426
ESP,Europe,Spain,2020-12-11,45616967.71428572,110352.28571428572,1556547.8571428568,48746.142857142855,0.0018100417585021394,0.07391266371090925,0.053701473802530035,0.079,-0.19285714285714284
ESP,Europe,Spain,2020-12-12,45610406.57142858,106799.0,1566466.2857142857,48942.142857142855,0.0018100417585021394,0.08021337590957701,0.051590699782102616,0.08,-0.18619047619047618
ESP,Europe,Spain,2020-12-13,45603845.42857143,103245.71428571428,1576384.7142857143,49138.142857142855,0.001916168784643879,0.08703221470117782,0.050669128536320766,0.08,-0.1773809523809524
ESP,Europe,Spain,2020-12-14,45596766.00000001,101039.42857142855,1585475.1428571432,49333.428571428565,0.002466311921111989,0.0923978936048939,0.050334862653718566,0.082,-0.16666666666666666
ESP,Europe,Spain,2020-12-15,45588211.14285714,100806.85714285713,1594011.8571428568,49584.142857142855,0.002227208480621679,0.0939376950260339,0.050710436383708764,0.083,-0.12976190476190474
ESP,Europe,Spain,2020-12-16,45579469.85714286,100899.71428571428,1602435.0,49809.428571428565,0.0020279643392053285,0.0947384568038764,0.051713430512274436,0.084,-0.12976190476190474
ESP,Europe,Spain,2020-12-17,45570132.0,101906.71428571428,1610561.1428571432,50014.142857142855,0.001826227207755384,0.09389801078122323,0.053085770871744015,0.083,-0.12404761904761903
ESP,Europe,Spain,2020-12-18,45560609.0,103407.28571428572,1618397.5714285714,50200.142857142855,0.001826227207755384,0.09277813678351206,0.05482105146250593,0.083,-0.11999999999999998
ESP,Europe,Spain,2020-12-19,45551086.0,104907.85714285713,1626234.0,50386.142857142855,0.001826227207755384,0.09030831531840858,0.05643071162674521,0.083,-0.12119047619047617
ESP,Europe,Spain,2020-12-20,45541563.00000001,106408.42857142855,1634070.4285714286,50572.142857142855,0.0017013220477475788,0.08700746426903734,0.0579458697957451,0.083,-0.1145238095238095
ESP,Europe,Spain,2020-12-21,45531939.42857143,108344.71428571428,1641579.5714285714,50750.28571428573,0.0014761183913013154,0.08347991790691082,0.05965383934865776,0.084,-0.10547619047619047
ESP,Europe,Spain,2020-12-22,45522269.28571429,111462.28571428572,1647972.2857142857,50910.142857142855,0.0014092563051275786,0.079739147648204,0.06121871819056916,0.084,-0.09833333333333331
ESP,Europe,Spain,2020-12-23,45512412.28571428,114720.28571428572,1654413.8571428568,51067.571428571435,0.0013034657719952461,0.07599754536048313,0.06282005746322554,0.085,-0.08738095238095236
ESP,Europe,Spain,2020-12-24,45502479.42857143,118382.42857142855,1660535.0,51217.142857142855,0.0011041240011981468,0.07271706933923346,0.06501700012437525,0.086,-0.0976190476190476
ESP,Europe,Spain,2020-12-25,45494234.42857143,120134.0,1666900.1428571432,51345.428571428565,0.0011041240011981468,0.07413361293295825,0.06771754579497062,0.088,-0.15214285714285714
ESP,Europe,Spain,2020-12-26,45485989.42857143,121885.57142857145,1673265.2857142857,51473.714285714275,0.0011041240011981468,0.0761578533320325,0.06931025909882893,0.09,-0.16261904761904764
ESP,Europe,Spain,2020-12-27,45477744.42857143,123637.14285714286,1679630.4285714286,51602.0,0.0010184657885219245,0.07864490860294819,0.07103687680415982,0.091,-0.17190476190476195
ESP,Europe,Spain,2020-12-28,45469149.57142857,125224.71428571428,1686514.5714285714,51725.142857142855,0.0010580159091561595,0.08092364638164866,0.07247855458690013,0.098,-0.18357142857142858
ESP,Europe,Spain,2020-12-29,45460064.0,125874.42857142855,1694818.7142857143,51856.857142857145,0.0011271052742263027,0.08340684784199584,0.07404615133378811,0.107,-0.19309523809523807
ESP,Europe,Spain,2020-12-30,45450359.85714286,126921.0,1703334.7142857143,51998.428571428565,0.001142744176000174,0.08569091446770448,0.07526622787439699,0.117,-0.19785714285714281
ESP,Europe,Spain,2020-12-31,45439886.42857143,128116.57142857145,1712467.8571428568,52143.142857142855,0.001142744176000174,0.08628750642049865,0.07693132808800578,0.126,-0.19976190476190475
ESP,Europe,Spain,2021-01-01,45429413.0,129108.28571428572,1721804.8571428568,52287.857142857145,0.001142744176000174,0.08789116533293499,0.07894848769216166,0.129,-0.20333333333333334
ESP,Europe,Spain,2021-01-02,45418939.57142857,130100.0,1731141.8571428568,52432.571428571435,0.001142744176000174,0.09112171240076088,0.08034025571331209,0.132,-0.19857142857142857
ESP,Europe,Spain,2021-01-03,45408466.14285714,131091.7142857143,1740478.8571428568,52577.28571428573,0.001060944956177645,0.0952924093876895,0.08156180555610193,0.136,-0.1966666666666667
ESP,Europe,Spain,2021-01-04,45397118.85714286,132857.0,1749924.2857142857,52713.857142857145,0.0010614343744123384,0.10016902269877057,0.08176106098191276,0.142,-0.19023809523809526
ESP,Europe,Spain,2021-01-05,45384398.57142857,135925.85714285713,1759434.5714285714,52855.0,0.0007884286700299889,0.10461541753891324,0.08212109735573933,0.149,-0.18261904761904765
ESP,Europe,Spain,2021-01-06,45374066.28571428,136452.7142857143,1769134.1428571432,52960.857142857145,0.0008842888846778443,0.11477720019140494,0.08284058417987912,0.156,-0.23285714285714287
ESP,Europe,Spain,2021-01-07,45360260.71428572,140355.2857142857,1778917.4285714286,53080.571428571435,0.0010534038947822538,0.12249192806172013,0.08423663011290737,0.161,-0.23666666666666664
ESP,Europe,Spain,2021-01-08,45342818.57142857,149532.57142857142,1787034.1428571432,53228.714285714275,0.0010534038947822538,0.12451737751278576,0.08632979986958468,0.162,-0.1961904761904762
ESP,Europe,Spain,2021-01-09,45325376.42857143,158709.85714285713,1795150.8571428568,53376.857142857145,0.0010534038947822538,0.12623786257439573,0.08775307679735989,0.166,-0.215
ESP,Europe,Spain,2021-01-10,45307934.28571428,167887.14285714287,1803267.5714285718,53525.0,0.0010830257381527774,0.12767727080525662,0.09173188866289833,0.167,-0.24333333333333335
ESP,Europe,Spain,2021-01-11,45286086.0,181092.7142857143,1811739.2857142857,53696.0,0.0009712251008067881,0.12657049383955055,0.09377905130136144,0.171,-0.2564285714285714
ESP,Europe,Spain,2021-01-12,45263989.42857143,194056.42857142852,1820693.1428571432,53875.0,0.00108658657563521,0.12672214358717945,0.09529543561040396,0.174,-0.2754761904761905
ESP,Europe,Spain,2021-01-13,45236340.14285714,211936.2857142857,1830255.7142857143,54081.857142857145,0.0009428183589609928,0.12057207278943514,0.0960446685355144,0.173,-0.24333333333333335
ESP,Europe,Spain,2021-01-14,45209616.85714287,228130.2857142857,1840584.4285714286,54282.428571428565,0.0008929793687934432,0.118090889558539,0.09677634008228728,0.174,-0.24500000000000002
ESP,Europe,Spain,2021-01-15,45180787.71428572,246425.0,1850913.1428571432,54488.142857142855,0.0008929793687934432,0.11496159609454752,0.0974462654316716,0.177,-0.2421428571428572
ESP,Europe,Spain,2021-01-16,45151958.57142857,264719.71428571426,1861241.8571428568,54693.857142857145,0.0008929793687934432,0.11103492356961316,0.09808173959973283,0.176,-0.2316666666666667
ESP,Europe,Spain,2021-01-17,45123129.42857143,283014.4285714286,1871570.5714285718,54899.571428571435,0.0007989396385790134,0.10672833713652434,0.09555883799996856,0.177,-0.225952380952381
ESP,Europe,Spain,2021-01-18,45091033.85714286,303685.85714285716,1882781.2857142857,55113.0,0.0006997005013297122,0.10332943603249152,0.09551045059493143,0.174,-0.22809523809523813
ESP,Europe,Spain,2021-01-19,45057673.57142858,324254.14285714284,1895360.4285714286,55325.857142857145,0.0007563064786960062,0.09974906728953502,0.09488230441473162,0.172,-0.2297619047619048
ESP,Europe,Spain,2021-01-20,45023926.571428575,347523.4285714286,1905586.8571428568,55577.142857142855,0.000782708535306413,0.09668910471810076,0.09432522131324553,0.17,-0.23666666666666666
ESP,Europe,Spain,2021-01-21,44988968.28571428,368515.5714285714,1919272.7142857143,55857.428571428565,0.0007968176465955126,0.09388718571564822,0.09348000248522034,0.167,-0.23761904761904762
ESP,Europe,Spain,2021-01-22,44953626.0,386260.0,1936566.7142857143,56161.28571428573,0.0007968176465955126,0.0915974033499766,0.09233313496684234,0.163,-0.2421428571428572
ESP,Europe,Spain,2021-01-23,44918283.71428572,404004.4285714286,1953860.7142857143,56465.142857142855,0.0007968176465955126,0.08858307934842151,0.09187319619430877,0.16,-0.24928571428571428
ESP,Europe,Spain,2021-01-24,44882941.42857143,421748.85714285716,1971154.7142857143,56769.0,0.0008404694645451278,0.08525875805543508,0.0909355000453418,0.158,-0.25166666666666665
ESP,Europe,Spain,2021-01-25,44846237.0,436427.5714285714,1992832.0,57117.42857142857,0.0008617868021660955,0.08261061293250331,0.08986907029445007,0.156,-0.2552380952380952
ESP,Europe,Spain,2021-01-26,44809226.28571428,451146.2857142858,2014749.5714285718,57491.857142857145,0.0008351664018827954,0.07974864021014483,0.08882987849988191,0.152,-0.2547619047619048
ESP,Europe,Spain,2021-01-27,44772400.0,460151.0,2042192.0,57871.0,0.0008501353803407951,0.07723794371447801,0.08752649342645576,0.148,-0.2473809523809524
ESP,Europe,Spain,2021-01-28,44736924.85714286,468708.4285714286,2068714.7142857143,58266.0,0.0008668314772883296,0.0750861805492514,0.08547507207244731,0.144,-0.24214285714285716
ESP,Europe,Spain,2021-01-29,44702130.71428572,474468.0,2097338.1428571427,58677.142857142855,0.0008668314772883296,0.07316508558573691,0.08259639327851462,0.14,-0.23333333333333336
ESP,Europe,Spain,2021-01-30,44667336.57142857,480227.5714285714,2125961.5714285714,59088.28571428573,0.0008668314772883296,0.07087871059699809,0.08028488849438424,0.136,-0.23071428571428568
ESP,Europe,Spain,2021-01-31,44632542.42857143,485987.1428571429,2154585.0,59499.42857142857,0.0008449622395504537,0.06829980293810957,0.07807942253387773,0.133,-0.2307142857142857
ESP,Europe,Spain,2021-02-01,44599767.71428572,486469.2857142858,2186467.1428571427,59909.857142857145,0.0008847150984490898,0.06694954637633807,0.07496564705546645,0.129,-0.2252380952380952
ESP,Europe,Spain,2021-02-02,44568046.0,484613.4285714286,2219614.5714285714,60340.0,0.0009091159633702077,0.06539117753573546,0.07139180287828674,0.125,-0.22285714285714284
ESP,Europe,Spain,2021-02-03,44537565.571428575,481158.2857142858,2253110.285714286,60779.857142857145,0.0008914483591508672,0.06369111923064237,0.06780697556656512,0.12,-0.22142857142857145
ESP,Europe,Spain,2021-02-04,44507790.71428572,475827.1428571429,2287788.285714286,61207.857142857145,0.0009263573888962395,0.061472023148968276,0.06353525628504265,0.115,-0.22238095238095237
ESP,Europe,Spain,2021-02-05,44479380.57142857,468760.7142857143,2322826.714285714,61646.0,0.0009263573888962395,0.05898977070033819,0.0588684597660617,0.109,-0.22428571428571428
ESP,Europe,Spain,2021-02-06,44450970.42857143,461694.2857142858,2357865.1428571427,62084.142857142855,0.0009263573888962395,0.05586883519114965,0.05547779260213581,0.106,-0.22404761904761905
ESP,Europe,Spain,2021-02-07,44422560.28571428,454627.85714285716,2392903.5714285714,62522.28571428573,0.0009998549937641381,0.05233752268920268,0.054350495660357656,0.104,-0.22261904761904766
ESP,Europe,Spain,2021-02-08,44398806.0,441567.0,2429259.5714285714,62981.42857142857,0.0010657081751939564,0.05032062354239997,0.05436848822328287,0.1,-0.2257142857142857
ESP,Europe,Spain,2021-02-09,44376860.57142857,426411.0,2465895.8571428573,63446.57142857143,0.001144624028978182,0.04867859881218957,0.05601825265678805,0.094,-0.22952380952380955
ESP,Europe,Spain,2021-02-10,44356841.14285714,409507.0,2502343.0,63922.857142857145,0.0012231688863093624,0.047450618848426815,0.058678536584341676,0.09,-0.2285714285714286
ESP,Europe,Spain,2021-02-11,44338551.28571428,392228.85714285716,2537423.1428571427,64410.714285714275,0.0012675866604418284,0.04647586259392289,0.06205850392142921,0.086,-0.2252380952380952
ESP,Europe,Spain,2021-02-12,44322259.14285714,373657.85714285716,2571806.1428571427,64890.857142857145,0.0012675866604418284,0.04625384571418606,0.06609385526596982,0.083,-0.22047619047619046
ESP,Europe,Spain,2021-02-13,44305967.0,355086.85714285716,2606189.1428571427,65371.0,0.0012675866604418284,0.04619758452015904,0.06964441918640421,0.082,-0.20738095238095236
ESP,Europe,Spain,2021-02-14,44289674.85714286,336515.85714285716,2640572.1428571427,65851.14285714286,0.001297289387239957,0.04632956935294635,0.07099483591204606,0.082,-0.19476190476190475
ESP,Europe,Spain,2021-02-15,44275789.0,317586.85714285716,2672936.4285714286,66301.71428571429,0.0013109054016811994,0.04688207681583514,0.07187964633998951,0.081,-0.18809523809523807
ESP,Europe,Spain,2021-02-16,44262809.57142857,298857.85714285716,2704228.0,66718.57142857142,0.0012642678884830596,0.047772824346321234,0.07193674674524513,0.079,-0.18095238095238095
ESP,Europe,Spain,2021-02-17,44250870.85714285,280382.85714285716,2734268.5714285714,67091.71428571429,0.0013076607549573922,0.04909331182088407,0.0715986749649082,0.077,-0.1757142857142857
ESP,Europe,Spain,2021-02-18,44239409.0,262142.57142857145,2763615.4285714286,67447.0,0.0013585170326228311,0.050128524192268216,0.06975523670007609,0.077,-0.17238095238095236
ESP,Europe,Spain,2021-02-19,44228396.571428575,244846.7142857143,2791587.4285714286,67783.28571428571,0.0013585170326228311,0.050992920499468485,0.06649424230529785,0.076,-0.16785714285714284
ESP,Europe,Spain,2021-02-20,44217384.14285714,227550.8571428572,2819559.4285714286,68119.57142857142,0.0013585170326228311,0.052072631068954316,0.06324829024162369,0.075,-0.1676190476190476
ESP,Europe,Spain,2021-02-21,44206371.71428572,210255.0,2847531.4285714286,68455.85714285714,0.0014435060600048227,0.053281469809181095,0.05930980699913339,0.074,-0.17976190476190476
ESP,Europe,Spain,2021-02-22,44196702.42857143,196316.7142857143,2870826.571428572,68768.28571428571,0.0015456911500773586,0.054202213822013325,0.05580408243783762,0.072,-0.18023809523809525
ESP,Europe,Spain,2021-02-23,44187404.0,183834.8571428572,2892306.8571428573,69068.28571428571,0.0017118656027465856,0.0550414061697606,0.052078537919815836,0.07,-0.17500000000000002
ESP,Europe,Spain,2021-02-24,44178336.57142857,173051.7142857143,2911850.0,69375.71428571429,0.0018037289308933235,0.05503125539805024,0.050135064206886716,0.067,-0.17285714285714285
ESP,Europe,Spain,2021-02-25,44169975.85714286,163309.14285714287,2929652.0,69677.0,0.0018737873653216907,0.054793875452393934,0.04794277174487181,0.066,-0.17095238095238094
ESP,Europe,Spain,2021-02-26,44162057.14285714,155124.2857142857,2945464.0,69968.57142857142,0.0018737873653216907,0.05398820573867806,0.045635862661253336,0.065,-0.16857142857142857
ESP,Europe,Spain,2021-02-27,44154138.42857143,146939.42857142858,2961276.0,70260.14285714286,0.0018737873653216907,0.0530209767634196,0.0444247788542838,0.064,-0.16238095238095243
