Country/Region,Date,Num Hospitalizations,Num Hospitalizations Smooth (7 days),Num UCI,Num UCI Smooth (7 days)
Spain,2020-05-15,129,133.42857142857142,7,8.0
Spain,2020-05-16,66,122.85714285714286,4,7.714285714285714
Spain,2020-05-17,62,115.0,8,6.857142857142857
Spain,2020-05-18,92,106.57142857142857,14,8.0
Spain,2020-05-19,67,94.28571428571429,7,8.285714285714286
Spain,2020-05-20,79,87.85714285714286,5,7.285714285714286
Spain,2020-05-21,80,82.14285714285714,10,7.857142857142857
Spain,2020-05-22,79,75.0,7,7.857142857142857
Spain,2020-05-23,45,72.0,4,7.857142857142857
Spain,2020-05-24,53,70.71428571428571,2,7.0
Spain,2020-05-25,76,68.42857142857143,7,6.0
Spain,2020-05-26,73,69.28571428571429,4,5.571428571428571
Spain,2020-05-27,69,67.85714285714286,5,5.571428571428571
Spain,2020-05-28,67,66.0,3,4.571428571428571
Spain,2020-05-29,49,61.714285714285715,7,4.571428571428571
Spain,2020-05-30,65,64.57142857142857,5,4.714285714285714
Spain,2020-05-31,36,62.142857142857146,7,5.428571428571429
Spain,2020-06-01,46,57.857142857142854,1,4.571428571428571
Spain,2020-06-02,57,55.57142857142857,3,4.428571428571429
Spain,2020-06-03,81,57.285714285714285,9,5.0
Spain,2020-06-04,54,55.42857142857143,5,5.285714285714286
Spain,2020-06-05,65,57.714285714285715,6,5.142857142857143
Spain,2020-06-06,37,53.714285714285715,3,4.857142857142857
Spain,2020-06-07,46,55.142857142857146,5,4.571428571428571
Spain,2020-06-08,63,57.57142857142857,2,4.714285714285714
Spain,2020-06-09,54,57.142857142857146,1,4.428571428571429
Spain,2020-06-10,40,51.285714285714285,7,4.142857142857143
Spain,2020-06-11,30,47.857142857142854,6,4.285714285714286
Spain,2020-06-12,37,43.857142857142854,5,4.142857142857143
Spain,2020-06-13,26,42.285714285714285,2,4.0
Spain,2020-06-14,32,40.285714285714285,1,3.4285714285714284
Spain,2020-06-15,28,35.285714285714285,4,3.7142857142857144
Spain,2020-06-16,34,32.42857142857143,4,4.142857142857143
Spain,2020-06-17,31,31.142857142857142,4,3.7142857142857144
Spain,2020-06-18,42,32.857142857142854,3,3.2857142857142856
Spain,2020-06-19,42,33.57142857142857,1,2.7142857142857144
Spain,2020-06-20,37,35.142857142857146,4,3.0
Spain,2020-06-21,19,33.285714285714285,2,3.142857142857143
Spain,2020-06-22,38,34.714285714285715,7,3.5714285714285716
Spain,2020-06-23,30,34.142857142857146,4,3.5714285714285716
Spain,2020-06-24,38,35.142857142857146,6,3.857142857142857
Spain,2020-06-25,40,34.857142857142854,7,4.428571428571429
Spain,2020-06-26,41,34.714285714285715,3,4.714285714285714
Spain,2020-06-27,35,34.42857142857143,3,4.571428571428571
Spain,2020-06-28,23,35.0,0,4.285714285714286
Spain,2020-06-29,39,35.142857142857146,5,4.0
Spain,2020-06-30,35,35.857142857142854,4,4.0
Spain,2020-07-01,26,34.142857142857146,1,3.2857142857142856
Spain,2020-07-02,30,32.714285714285715,2,2.5714285714285716
Spain,2020-07-03,43,33.0,3,2.5714285714285716
Spain,2020-07-04,36,33.142857142857146,3,2.5714285714285716
Spain,2020-07-05,27,33.714285714285715,3,3.0
Spain,2020-07-06,42,34.142857142857146,3,2.7142857142857144
Spain,2020-07-07,47,35.857142857142854,4,2.7142857142857144
Spain,2020-07-08,33,36.857142857142854,3,3.0
Spain,2020-07-09,50,39.714285714285715,3,3.142857142857143
Spain,2020-07-10,51,40.857142857142854,5,3.4285714285714284
Spain,2020-07-11,40,41.42857142857143,4,3.5714285714285716
Spain,2020-07-12,37,42.857142857142854,4,3.7142857142857144
Spain,2020-07-13,62,45.714285714285715,6,4.142857142857143
Spain,2020-07-14,78,50.142857142857146,5,4.285714285714286
Spain,2020-07-15,69,55.285714285714285,2,4.142857142857143
Spain,2020-07-16,75,58.857142857142854,3,4.142857142857143
Spain,2020-07-17,93,64.85714285714286,7,4.428571428571429
Spain,2020-07-18,50,66.28571428571429,3,4.285714285714286
Spain,2020-07-19,68,70.71428571428571,3,4.142857142857143
Spain,2020-07-20,86,74.14285714285714,7,4.285714285714286
Spain,2020-07-21,82,74.71428571428571,5,4.285714285714286
Spain,2020-07-22,112,80.85714285714286,10,5.428571428571429
Spain,2020-07-23,107,85.42857142857143,4,5.571428571428571
Spain,2020-07-24,104,87.0,6,5.428571428571429
Spain,2020-07-25,103,94.57142857142857,3,5.428571428571429
Spain,2020-07-26,94,98.28571428571429,10,6.428571428571429
Spain,2020-07-27,178,111.42857142857143,16,7.714285714285714
Spain,2020-07-28,133,118.71428571428571,11,8.571428571428571
Spain,2020-07-29,168,126.71428571428571,11,8.714285714285714
Spain,2020-07-30,169,135.57142857142858,10,9.571428571428571
Spain,2020-07-31,190,147.85714285714286,13,10.571428571428571
Spain,2020-08-01,202,162.0,14,12.142857142857142
Spain,2020-08-02,164,172.0,18,13.285714285714286
Spain,2020-08-03,213,177.0,16,13.285714285714286
Spain,2020-08-04,217,189.0,14,13.714285714285714
Spain,2020-08-05,238,199.0,22,15.285714285714286
Spain,2020-08-06,284,215.42857142857142,24,17.285714285714285
Spain,2020-08-07,255,224.71428571428572,27,19.285714285714285
Spain,2020-08-08,232,229.0,17,19.714285714285715
Spain,2020-08-09,223,237.42857142857142,20,20.0
Spain,2020-08-10,329,254.0,20,20.571428571428573
Spain,2020-08-11,322,269.0,24,22.0
Spain,2020-08-12,367,287.42857142857144,31,23.285714285714285
Spain,2020-08-13,356,297.7142857142857,34,24.714285714285715
Spain,2020-08-14,409,319.7142857142857,38,26.285714285714285
Spain,2020-08-15,323,332.7142857142857,30,28.142857142857142
Spain,2020-08-16,332,348.2857142857143,29,29.428571428571427
Spain,2020-08-17,444,364.7142857142857,36,31.714285714285715
Spain,2020-08-18,460,384.42857142857144,49,35.285714285714285
Spain,2020-08-19,515,405.57142857142856,43,37.0
Spain,2020-08-20,490,424.7142857142857,43,38.285714285714285
Spain,2020-08-21,499,437.57142857142856,47,39.57142857142857
