ISO_code,Continent,Country/Region,Date,Total Recovered,Total Recovered Smooth (7 days)
DEU,Europe,Germany,2020-05-17,158767,155966.42857142858
DEU,Europe,Germany,2020-05-18,159128,156898.85714285713
DEU,Europe,Germany,2020-05-19,159983,157815.42857142858
DEU,Europe,Germany,2020-05-20,160856,158646.14285714287
DEU,Europe,Germany,2020-05-21,162007,159453.57142857142
DEU,Europe,Germany,2020-05-22,163047,160273.14285714287
DEU,Europe,Germany,2020-05-23,163744,161076.0
DEU,Europe,Germany,2020-05-24,164279,161863.42857142858
DEU,Europe,Germany,2020-05-25,164884,162685.7142857143
DEU,Europe,Germany,2020-05-26,165402,163459.85714285713
DEU,Europe,Germany,2020-05-27,166206,164224.14285714287
DEU,Europe,Germany,2020-05-28,166563,164875.0
DEU,Europe,Germany,2020-05-29,167305,165483.2857142857
DEU,Europe,Germany,2020-05-30,167783,166060.2857142857
DEU,Europe,Germany,2020-05-31,168376,166645.57142857142
DEU,Europe,Germany,2020-06-01,168517,167164.57142857142
DEU,Europe,Germany,2020-06-02,169666,167773.7142857143
DEU,Europe,Germany,2020-06-03,170298,168358.2857142857
DEU,Europe,Germany,2020-06-04,170787,168961.7142857143
DEU,Europe,Germany,2020-06-05,171451,169554.0
DEU,Europe,Germany,2020-06-06,171694,170112.7142857143
DEU,Europe,Germany,2020-06-07,172014,170632.42857142858
DEU,Europe,Germany,2020-06-08,172260,171167.14285714287
DEU,Europe,Germany,2020-06-09,172797,171614.42857142858
DEU,Europe,Germany,2020-06-10,173065,172009.7142857143
DEU,Europe,Germany,2020-06-11,173695,172425.14285714287
DEU,Europe,Germany,2020-06-12,174387,172844.57142857142
DEU,Europe,Germany,2020-06-13,174628,173263.7142857143
DEU,Europe,Germany,2020-06-14,174839,173667.2857142857
DEU,Europe,Germany,2020-06-15,175008,174059.85714285713
DEU,Europe,Germany,2020-06-16,175285,174415.2857142857
DEU,Europe,Germany,2020-06-17,175488,174761.42857142858
DEU,Europe,Germany,2020-06-18,175806,175063.0
