ISO_code,Continent,Country/Region,Date,Susceptibles Smooth (S),Infected Smooth (I),Recovered Smooth (R),Deaths Smooth (D),Total Population (N),Total Population Without Deahts (N Alive)
ESP,Europe,Spain,2020-03-10,47331925.14285714,672.0,2.571428571428572,14.285714285714285,47332614.0,47332599.71428572
ESP,Europe,Spain,2020-03-11,47331631.57142857,956.5714285714287,4.142857142857143,21.714285714285715,47332614.0,47332592.28571428
ESP,Europe,Spain,2020-03-12,47331343.28571428,1235.5714285714287,6.0,29.142857142857146,47332614.0,47332584.85714286
ESP,Europe,Spain,2020-03-13,47330653.00000001,1903.2857142857144,10.285714285714286,47.42857142857143,47332614.0,47332566.571428575
ESP,Europe,Spain,2020-03-14,47329811.42857143,2712.285714285714,16.428571428571427,73.85714285714286,47332614.0,47332540.14285714
ESP,Europe,Spain,2020-03-15,47328793.57142857,3679.571428571429,28.142857142857146,112.71428571428572,47332614.0,47332501.28571428
ESP,Europe,Spain,2020-03-16,47327526.57142857,4884.857142857143,45.0,157.57142857142858,47332614.0,47332456.428571425
ESP,Europe,Spain,2020-03-17,47326090.42857143,6227.285714285716,67.57142857142857,228.7142857142857,47332614.00000001,47332385.28571429
ESP,Europe,Spain,2020-03-18,47324428.57142858,7778.285714285716,97.14285714285714,310.0,47332614.00000001,47332304.00000001
ESP,Europe,Spain,2020-03-19,47322187.71428571,9874.0,131.57142857142858,420.71428571428567,47332614.0,47332193.28571428
ESP,Europe,Spain,2020-03-20,47320019.42857143,11860.428571428569,183.42857142857144,550.7142857142857,47332614.0,47332063.28571428
ESP,Europe,Spain,2020-03-21,47317307.57142858,14340.142857142857,247.0,719.2857142857142,47332614.00000001,47331894.714285724
ESP,Europe,Spain,2020-03-22,47314311.85714286,17042.285714285714,328.7142857142857,931.1428571428572,47332614.0,47331682.85714286
ESP,Europe,Spain,2020-03-23,47310712.71428572,20228.0,460.8571428571428,1212.4285714285713,47332614.0,47331401.571428575
ESP,Europe,Spain,2020-03-24,47306693.14285714,23708.857142857138,674.5714285714286,1537.428571428571,47332614.0,47331076.571428575
ESP,Europe,Spain,2020-03-25,47301606.71428572,28077.142857142862,960.7142857142856,1969.4285714285716,47332614.0,47330644.571428575
ESP,Europe,Spain,2020-03-26,47295917.71428572,32980.28571428572,1241.5714285714287,2474.428571428572,47332614.0,47330139.571428575
ESP,Europe,Spain,2020-03-27,47289445.0,38196.0,1913.571428571429,3059.4285714285716,47332614.0,47329554.571428575
ESP,Europe,Spain,2020-03-28,47282607.71428571,43560.0,2728.714285714286,3717.571428571429,47332614.0,47328896.428571425
ESP,Europe,Spain,2020-03-29,47275273.14285714,49196.857142857145,3707.714285714286,4436.285714285715,47332614.0,47328177.71428572
ESP,Europe,Spain,2020-03-30,47267727.42857143,54748.285714285725,4929.857142857143,5208.428571428572,47332614.0,47327405.571428575
ESP,Europe,Spain,2020-03-31,47259722.0,60580.714285714275,6294.857142857143,6016.428571428572,47332614.0,47326597.571428575
ESP,Europe,Spain,2020-04-01,47251921.57142858,65980.57142857142,7875.428571428572,6836.428571428572,47332614.00000001,47325777.57142858
ESP,Europe,Spain,2020-04-02,47244167.42857143,70749.85714285714,10005.57142857143,7691.142857142857,47332614.00000001,47324922.857142866
ESP,Europe,Spain,2020-04-03,47236527.42857143,75485.85714285714,12043.857142857143,8556.857142857143,47332614.00000001,47324057.14285715
ESP,Europe,Spain,2020-04-04,47228965.57142858,79652.28571428571,14587.142857142857,9409.0,47332614.00000001,47323205.00000001
ESP,Europe,Spain,2020-04-05,47221603.28571428,83396.71428571429,17371.0,10243.0,47332614.0,47322371.0
ESP,Europe,Spain,2020-04-06,47214643.42857143,86235.14285714286,20688.85714285714,11046.571428571431,47332614.00000001,47321567.42857143
ESP,Europe,Spain,2020-04-07,47208069.28571429,88317.42857142858,24383.42857142857,11843.857142857143,47332614.0,47320770.14285714
ESP,Europe,Spain,2020-04-08,47201769.0,89191.14285714287,29037.857142857138,12616.0,47332614.0,47319998.0
ESP,Europe,Spain,2020-04-09,47195889.42857143,89158.28571428571,34221.857142857145,13344.428571428569,47332614.0,47319269.571428575
ESP,Europe,Spain,2020-04-10,47190307.42857143,88155.0,40109.57142857143,14042.0,47332614.00000001,47318572.00000001
ESP,Europe,Spain,2020-04-11,47185041.85714285,86575.85714285714,46288.714285714275,14707.571428571431,47332614.0,47317906.428571425
