ISO_code,Continent,Country/Region,Date,Mu Raw,Mu Smooth (7 days average),Beta Raw,Beta Smooth (7 days average),Beta Fixed Raw (No negative values),Beta Fixed Smooth,R0 Raw,R0 Smooth (7 days average),R0 Fixed Raw (No negative values),R0 Fixed Smooth
ESP,Europe,Spain,2021-02-18,0.0,0.001358517032622831,0.07425505438053864,0.003158543212559501,0.07425505438053864,0.021292483539434106,1.0692727830797564,0.04548302226085681,1.0692727830797564,0.3066117629678511
ESP,Europe,Spain,2021-02-19,0.0,0.001358517032622831,0.07425505438053864,0.0031770484263227766,0.07425505438053864,0.02131098875319738,1.0692727830797564,0.045749497339047984,1.0692727830797564,0.30687823804604225
ESP,Europe,Spain,2021-02-20,0.002290464879538514,0.001358517032622831,-0.09555490284728435,0.0031955536400860496,0,0.021329493966960655,-1.3759906010008947,0.046015972417239114,0.0,0.3071447131242334
ESP,Europe,Spain,2021-02-21,0.00206135045680304,0.0014435060600048227,-0.0017808800455884587,0.006562670424391536,0,0.021329493966960655,-0.025644672656473803,0.09450245411123812,0.0,0.3071447131242334
ESP,Europe,Spain,2021-02-22,0.00141418380193034,0.0015456911500773584,-0.016408013887133685,0.009604118281385448,0,0.0241165303888705,-0.23627539997472505,0.13829930325195045,0.0,0.3472780375997352
ESP,Europe,Spain,2021-02-23,0.0017817699220705268,0.0017118656027465856,0.000537276014961449,0.014202416636996517,0.000537276014961449,0.026370826760605325,0.007736774615444865,0.20451479957274984,0.007736774615444865,0.3797399053527167
ESP,Europe,Spain,2021-02-24,0.001961850168017395,0.0018037289308933232,-0.013193785508115733,0.016395247111423737,0,0.028563657235032548,-0.18999051131686653,0.2360915584045018,0.0,0.41131666418446866
ESP,Europe,Spain,2021-02-25,0.0,0.0018737873653216909,0.07438459087688157,0.022398238094389365,0.07438459087688157,0.03268182171683879,1.0711381086270946,0.32253462855920684,1.0711381086270946,0.47061823272247855
ESP,Europe,Spain,2021-02-26,0.0,0.0018737873653216909,0.07438459087688157,0.02241158460562697,0.07438459087688157,0.03269516822807639,1.0711381086270946,0.32272681832102834,1.0711381086270946,0.47081042248429994
ESP,Europe,Spain,2021-02-27,0.002885388071212456,0.0018737873653216909,-0.07198508535714596,0.022424931116864572,0,0.03270851473931399,-1.0365852291429016,0.32291900808284985,0.0,0.4710026122461215
ESP,Europe,Spain,2021-02-28,0.00277664608731079,0.001982294061623622,0.01950925495336893,0.02711977153312231,0.01950925495336893,0.03270851473931399,0.2809332713285126,0.39052471007696127,0.2809332713285126,0.4710026122461215
ESP,Europe,Spain,2021-03-01,0.002577404970614933,0.0018260525764266806,0.01578007460214378,0.022177264080507686,0.01578007460214378,0.02992147831740414,0.22723307427087044,0.31935260275931066,0.22723307427087044,0.43086928777061956
ESP,Europe,Spain,2021-03-02,0.0024248132190976884,0.0020683407776153568,0.015887089335952002,0.024170972468267663,0.015887089335952002,0.03191518670516412,0.22877408643770883,0.34806200354305433,0.22877408643770883,0.4595786885543633
ESP,Europe,Spain,2021-03-03,0.0024522592090159656,0.002086381356763994,0.028827151372643665,0.020091200412453634,0.028827151372643665,0.02964560251431383,0.41511097976606876,0.2893132859393323,0.41511097976606876,0.42689667620611915
ESP,Europe,Spain,2021-03-04,0.0,0.002733635924860555,0.07447801645554478,0.019251615536717278,0.07447801645554478,0.028806017638577475,1.0724834369598448,0.2772232637287288,1.0724834369598448,0.41480665399551564
ESP,Europe,Spain,2021-03-05,0.0,0.002733635924860555,0.07447801645554478,0.019260013170343714,0.07447801645554478,0.028814415272203915,1.0724834369598448,0.2773441896529495,1.0724834369598448,0.41492757991973633
ESP,Europe,Spain,2021-03-06,0.0036449349453259758,0.002733635924860555,-0.03912120244334178,0.019268410803970158,0,0.028822812905830355,-0.5633453151841216,0.27746511557717024,0.0,0.4150485058439571
ESP,Europe,Spain,2021-03-07,0.0016829556909321998,0.0027067990135461713,-0.015088297214933417,0.020641587805657644,0,0.028822812905830355,-0.2172714798950412,0.29723886440147007,0.0,0.4150485058439571
ESP,Europe,Spain,2021-03-08,0.004273422378935669,0.003002464108164613,0.029736033316463607,0.027502641109801235,0.029736033316463607,0.03352839517926917,0.42819887975707593,0.3960380319811378,0.42819887975707593,0.482808890581476
ESP,Europe,Spain,2021-03-09,0.002551097273138151,0.002842197710707419,-0.012671315054746198,0.030386374558493055,0,0.036412128627961,-0.18246693678834525,0.43756379364229997,0.0,0.5243346522426383
ESP,Europe,Spain,2021-03-10,0.006983041185691891,0.0027227288393088904,0.02295005724248916,0.03655342177938873,0.02295005724248916,0.04076898798389291,0.3304808242918439,0.5263692736231976,0.3304808242918439,0.5870734269680579
ESP,Europe,Spain,2021-03-11,0.0,0.0020821963516715015,0.07453679989092986,0.038024866069627204,0.07453679989092986,0.0422404322741314,1.0733299184293899,0.5475580714026317,1.0733299184293899,0.6082622247474921
ESP,Europe,Spain,2021-03-12,0.0,0.0020821963516715015,0.07453679989092986,0.03803324939987585,0.07453679989092986,0.04224881560438005,1.0733299184293899,0.5476787913582123,1.0733299184293899,0.6083829447030726
ESP,Europe,Spain,2021-03-13,0.00345707656612529,0.0020821963516715015,-0.029508963431529363,0.0380416327301245,0,0.0422571989346287,-0.4249290734140228,0.5477995113137928,0.0,0.6085036646586532
ESP,Europe,Spain,2021-03-14,0.00375261135326129,0.0019455679700264579,0.03293907591407171,0.04331331303805115,0.03293907591407171,0.04331331303805115,0.47432269316263265,0.6237117077479366,0.47432269316263265,0.6237117077479366
ESP,Europe,Spain,2021-03-15,0.0031515575967353097,0.0017340356367120252,0.04992216745730636,0.06201375886935688,0.04992216745730636,0.06201375886935688,0.7188792113852116,0.892998127718739,0.7188792113852116,0.892998127718739
ESP,Europe,Spain,2021-03-16,0.0017148151733484532,0.001769403029437936,0.03049801549152345,0.0664601968786689,0.03049801549152345,0.0664601968786689,0.43917142307793766,0.9570268350528321,0.43917142307793766,0.9570268350528321
ESP,Europe,Spain,2021-03-17,0.002499313772230168,0.0017729726935805572,0.03325016727415854,0.07375381109867922,0.03325016727415854,0.07375381109867922,0.47880240874788293,1.0620548798209808,0.47880240874788293,1.0620548798209808
ESP,Europe,Spain,2021-03-18,0.0,0.0014159278689762475,0.07459548320267041,0.06599252358856693,0.07459548320267041,0.06900378720237087,1.0741749581184539,0.9502923396753638,1.0741749581184539,0.9936545357141404
ESP,Europe,Spain,2021-03-19,0.0,0.0014159278689762475,0.07459548320267041,0.0659994514992843,0.07459548320267041,0.06901071511308825,1.0741749581184539,0.9503921015896938,1.0741749581184539,0.9937542976284707
ESP,Europe,Spain,2021-03-20,0.002500677894609985,0.0014159278689762475,0.007392798723957196,0.06600637941000168,0.007392798723957196,0.06901764302380563,0.10645630162498362,0.950491863504024,0.10645630162498362,0.993854059542801
ESP,Europe,Spain,2021-03-21,0.002271885020060261,0.002527924723794658,0.1638421967332118,0.08761643758326122,0.1638421967332118,0.09062770119706517,2.3593276329582498,1.2616767011989616,2.3593276329582498,1.3050388972377385
ESP,Europe,Spain,2021-03-22,0.0033991293458166855,0.0026402483643011743,0.08104723352249049,0.07907298913638926,0.08104723352249049,0.0820842527501932,1.167080162723863,1.1386510435640051,1.167080162723863,1.182013239602782
ESP,Europe,Spain,2021-03-23,0.0017398028223468006,0.0021546584577559337,0.0815533150315958,0.06245140267745063,0.0815533150315958,0.07050607653269456,1.1743677364549794,0.8993001985552891,1.1743677364549794,1.0152875020708017
ESP,Europe,Spain,2021-03-24,0.0,0.0035040539509811723,-0.021078845296627624,0.07999629186745086,0,0.08805096572269477,-0.3035353722714378,1.1519466028912924,0.0,1.2679339064068047
ESP,Europe,Spain,2021-03-25,0.0,0.004761167830583754,0.07464397857769206,0.09920575935069446,0.07464397857769206,0.10424916959213444,1.0748732915187655,1.4285629346500002,1.0748732915187655,1.5011880421267358
ESP,Europe,Spain,2021-03-26,0.0,0.004761167830583754,0.07464397857769206,0.09921618025434846,0.07464397857769206,0.10425959049578847,1.0748732915187655,1.4287129956626177,1.0748732915187655,1.5013381031393538
ESP,Europe,Spain,2021-03-27,0.010284655878338857,0.004761167830583754,0.158663205936774,0.0992266011580025,0.158663205936774,0.10427001139944246,2.2847501654895455,1.4288630566752358,2.2847501654895455,1.5014881641519713
ESP,Europe,Spain,2021-03-28,0.003058150503605879,0.0036839856414072752,0.10403805760510797,0.09685133838047903,0.10403805760510797,0.10189474862191902,1.4981480295135547,1.394659272678898,1.4981480295135547,1.467284380155634
ESP,Europe,Spain,2021-03-29,0.0,0.003454577501992604,-0.03530387169007983,0.09303081172508407,0,0.09807422196652406,-0.5083757523371495,1.3396436888412104,0.0,1.4122687963179463
ESP,Europe,Spain,2021-03-30,0.011185571274923471,0.003755720476463893,0.20436753936159738,0.11437318333983497,0.20436753936159738,0.11437318333983497,2.9428925668070023,1.6469738400936236,2.9428925668070023,1.6469738400936236
ESP,Europe,Spain,2021-03-31,0.008799797157218072,0.0023127920537748385,0.11338742708607764,0.09777590794654488,0.11338742708607764,0.09777590794654488,1.632778950039518,1.407973074430246,1.632778950039518,1.407973074430246
ESP,Europe,Spain,2021-04-01,0.0,0.0010556781741722571,0.07471692490327014,0.09226030928587536,0.07471692490327014,0.09226030928587536,1.07592371860709,1.3285484537166052,1.07592371860709,1.3285484537166052
ESP,Europe,Spain,2021-04-02,0.0,0.0013491267935619214,0.07471692490327014,0.11153222423544737,0.07471692490327014,0.11153222423544737,1.07592371860709,1.606064028990442,1.07592371860709,1.606064028990442
ESP,Europe,Spain,2021-04-03,0.0027443805541035025,0.0013491267935619214,0.1420363664941099,0.11154330954677892,0.1420363664941099,0.11154330954677892,2.0453236775151824,1.6062236574736164,2.0453236775151824,1.6062236574736164
ESP,Europe,Spain,2021-04-04,0.001452293527703184,0.0010985233826518671,0.07729437101734317,0.09211891944526325,0.07729437101734317,0.09211891944526325,1.1130389426497416,1.3265124400117907,1.1130389426497416,1.3265124400117907
ESP,Europe,Spain,2021-04-05,0.0021080008212990215,0.001118821423146504,0.11409272961317639,0.09427173248599584,0.11409272961317639,0.09427173248599584,1.6429353064297398,1.35751294779834,1.6429353064297398,1.35751294779834
ESP,Europe,Spain,2021-04-06,0.0010850723161000913,0.0010386403695708472,0.08818661160856682,0.10526676497828791,0.08818661160856682,0.10526676497828791,1.2698872071633622,1.5158414156873459,1.2698872071633622,1.5158414156873459
ESP,Europe,Spain,2021-04-07,0.0,0.0011087167446347205,0.07477823646139099,0.09850506463894755,0.07477823646139099,0.09850506463894755,1.0768066050440301,1.4184729308008446,1.0768066050440301,1.4184729308008446
ESP,Europe,Spain,2021-04-08,0.00205414033572765,0.0013529870485791118,0.2096203295502741,0.10537078193913049,0.2096203295502741,0.10537078193913049,3.018532745523947,1.517339259923479,3.018532745523947,1.517339259923479
ESP,Europe,Spain,2021-04-09,0.0,0.0010595384291894477,0.07479452208259102,0.08612128140255744,0.07479452208259102,0.08612128140255744,1.0770411179893107,1.240146452196827,1.0770411179893107,1.240146452196827
ESP,Europe,Spain,2021-04-10,0.0009901566777331236,0.0010595384291894477,0.0060656357835002315,0.08613261050422481,0.0060656357835002315,0.08613261050422481,0.08734515528240333,1.2403095912608373,0.08734515528240333,1.2403095912608373
ESP,Europe,Spain,2021-04-11,0.001594379811165641,0.001227792076777668,0.09236406230247117,0.10855971509923593,0.09236406230247117,0.10855971509923593,1.3300424971555849,1.5632598974289973,1.3300424971555849,1.5632598974289973
ESP,Europe,Spain,2021-04-12,0.0015467334462694261,0.001145640109316558,0.19105795705922107,0.10827209559085081,0.19105795705922107,0.10827209559085081,2.7512345816527835,1.5591181765082516,2.7512345816527835,1.5591181765082516
ESP,Europe,Spain,2021-04-13,0.0015756069415472015,0.0011129336352545698,0.04085470923318427,0.09492807175852917,0.04085470923318427,0.09492807175852917,0.5883078129578535,1.36696423332282,0.5883078129578535,1.36696423332282
ESP,Europe,Spain,2021-04-14,0.0017098921276107414,0.0010654107536494453,0.1228382575626715,0.10390978038757052,0.1228382575626715,0.10390978038757052,1.7688709089024695,1.4963008375810154,1.7688709089024695,1.4963008375810154
ESP,Europe,Spain,2021-04-15,0.0,0.000957194871473761,0.07487382579426273,0.11279072967721003,0.07487382579426273,0.11279072967721003,1.0781830914373833,1.6241865073518245,1.0781830914373833,1.6241865073518245
ESP,Europe,Spain,2021-04-16,0.0,0.000957194871473761,0.07487382579426273,0.10011862143319727,0.07487382579426273,0.1020944688494582,1.0781830914373833,1.4417081486380408,1.0781830914373833,1.4701603514321981
ESP,Europe,Spain,2021-04-17,0.002167932210850666,0.000957194871473761,0.16305536794857797,0.10013320441168662,0.16305536794857797,0.10210905182794756,2.3479972984595228,1.4419181435282873,2.3479972984595228,1.470370346322445
ESP,Europe,Spain,2021-04-18,0.0010193160389378726,0.0008120612632660212,0.0903507257437754,0.1034035539833867,0.0903507257437754,0.10537940139964763,1.3010504507103657,1.4890111773607684,1.3010504507103657,1.5174633801549258
ESP,Europe,Spain,2021-04-19,0.0013177881278355079,0.0006664446862748966,0.09764979023296959,0.09255059993481682,0.09764979023296959,0.09452644735107775,1.406156979354762,1.3327286390613622,1.406156979354762,1.3611808418555196
ESP,Europe,Spain,2021-04-20,0.0012429467703113286,0.0008208946501318302,0.10372666963647377,0.10211188325675662,0.10372666963647377,0.10408773067301756,1.4936640427652221,1.4704111188972953,1.4936640427652221,1.4988633216914529
ESP,Europe,Spain,2021-04-21,0.0009523809523809524,0.0008031249335149745,0.18500490259014796,0.09939420812416232,0.18500490259014796,0.10137005554042325,2.6640705972981307,1.4312765969879373,2.6640705972981307,1.4597287997820947
ESP,Europe,Spain,2021-04-22,0.0,0.000781181336178956,-0.013830931913826562,0.08499271622429172,0,0.08696856364055265,-0.1991654195591025,1.2238951136298006,0.0,1.252347316423958
ESP,Europe,Spain,2021-04-23,0.0,0.000781181336178956,0.07497590664368822,0.09769441316260775,0.07497590664368822,0.09769441316260775,1.0796530556691104,1.4067995495415515,1.0796530556691104,1.4067995495415515
ESP,Europe,Spain,2021-04-24,0.001151996953396487,0.000781181336178956,0.18594781495047855,0.09770941887842165,0.18594781495047855,0.09770941887842165,2.677648535286891,1.4070156318492717,2.677648535286891,1.4070156318492717
ESP,Europe,Spain,2021-04-25,0.0,0.0007918410632851916,0.014380047403786182,0.07839798190533118,0.014380047403786182,0.07839798190533118,0.207072682614521,1.1289309394367688,0.207072682614521,1.1289309394367688
ESP,Europe,Spain,2021-04-26,0.0023989378748340427,0.0009346982061423344,0.1645787734865482,0.08901980102313918,0.1645787734865482,0.08901980102313918,2.369934338206294,1.281885134733204,2.369934338206294,1.281885134733204
ESP,Europe,Spain,2021-04-27,0.0011185587539933395,0.0006982098741924085,0.08470294370831367,0.07405000911205414,0.08470294370831367,0.07405000911205414,1.2197223893997169,1.0663201312135797,1.2197223893997169,1.0663201312135797
ESP,Europe,Spain,2021-04-28,0.0007987757710288232,0.000706281180077398,0.08419445929105371,0.07348777058460139,0.08419445929105371,0.07348777058460139,1.2124002137911734,1.05822389641826,1.2124002137911734,1.05822389641826
ESP,Europe,Spain,2021-04-29,0.0,0.0007581428261815446,0.07508094665438564,0.07039558033415881,0.07508094665438564,0.07039558033415881,1.081165631823153,1.0136963568118869,1.081165631823153,1.0136963568118869
ESP,Europe,Spain,2021-04-30,0.0,0.0007581428261815446,0.07508094665438564,0.07040918518625702,0.07508094665438564,0.07040918518625702,1.081165631823153,1.013892266682101,1.081165631823153,1.013892266682101
ESP,Europe,Spain,2021-05-01,0.0012266150431401346,0.0007581428261815446,0.050767756138845196,0.07042279003835522,0.050767756138845196,0.07042279003835522,0.7310556883993709,1.014088176552315,0.7310556883993709,1.014088176552315
