ISO_code,Continent,Country/Region,Date,Mu Raw,Mu Smooth (7 days average),Beta Raw,Beta Smooth (7 days average),Beta Fixed Raw (No negative values),Beta Fixed Smooth,Gamma Raw,Gamma Smooth (7 days average),R0 Raw,R0 Smooth (7 days average),R0 Fixed Raw (No negative values),R0 Fixed Smooth
ESP,Europe,Spain,2020-05-08,0.005497268125900848,0.010113665593944821,0.029774166808251065,0.05188530652101928,0.029774166808251065,0.05188530652101928,0.21915328662890088,0.13819715187799206,0.135860005871911,0.37544410876735324,0.135860005871911,0.37544410876735324
ESP,Europe,Spain,2020-05-09,0.006829065167603581,0.010777484757385632,0.02280375370419091,0.05549400448185037,0.02280375370419091,0.05549400448185037,0.047345409119300436,0.1214924438691187,0.4816465657046128,0.45676918427645524,0.4816465657046128,0.45676918427645524
ESP,Europe,Spain,2020-05-10,0.007953910314286943,0.011124555774627273,0.056940572150526676,0.08558604801814394,0.056940572150526676,0.08558604801814394,0.1521131604970119,0.13085871345189298,0.3743303469895704,0.6540340017144335,0.3743303469895704,0.6540340017144335
ESP,Europe,Spain,2020-05-11,0.011700393209935744,0.011693114520461054,0.04799318544132652,0.0832345000630672,0.04799318544132652,0.0832345000630672,0.18106838016687446,0.11888261121033063,0.2650555850618176,0.7001402409962737,0.2650555850618176,0.7001402409962737
ESP,Europe,Spain,2020-05-12,0.011946158160403814,0.011878096637242099,0.06323540494408242,0.0830811988520265,0.06323540494408242,0.0830811988520265,0.23527762198541782,0.11007703379079158,0.2687693135048843,0.7547550655291786,0.2687693135048843,0.7547550655291786
ESP,Europe,Spain,2020-05-13,0.015745324532453246,0.01256624962089351,0.09742364681630065,0.08346437353113866,0.09742364681630065,0.08346437353113866,-0.025233773377337735,0.07922487005850402,-3.8608433768290915,1.0535122805440256,-3.8608433768290915,1.0535122805440256
ESP,Europe,Spain,2020-05-14,0.01112353964702958,0.011796191628589978,0.04502641578245672,0.07647433354469065,0.04502641578245672,0.07647433354469065,0.15765597812577678,0.10192090600914967,0.28559916545971364,0.7503301975928802,0.28559916545971364,0.7503301975928802
ESP,Europe,Spain,2020-05-15,0.010144002269986522,0.01143997013794482,0.05503505253406871,0.07617813600331187,0.05503505253406871,0.07617813600331187,0.10222033056678725,0.08898881747596644,0.5383963466847791,0.8560416708974203,0.5383963466847791,0.8560416708974203
ESP,Europe,Spain,2020-05-16,0.00925856228829507,0.009990826956518175,0.2334480584582459,0.06831598564130205,0.2334480584582459,0.06831598564130205,0.11290929619872037,0.08321257944903566,2.0675716377451976,0.820981468110153,2.0675716377451976,0.820981468110153
ESP,Europe,Spain,2020-05-17,0.011933821535123406,0.010575898868580869,0.04047973646498952,0.04689138698301205,0.04047973646498952,0.04689138698301205,0.0682804448060754,0.07206105476831007,0.5928452367285655,0.6507174663731572,0.5928452367285655,0.6507174663731572
ESP,Europe,Spain,2020-05-18,0.012995268027403065,0.009742301342779884,0.04692007696404161,0.04657854917169239,0.04692007696404161,0.04657854917169239,0.11942933823010099,0.07661262232638051,0.3928689353837168,0.6079748709456941,0.3928689353837168,0.6079748709456941
ESP,Europe,Spain,2020-05-19,0.016763229045963692,0.009376329190466088,0.0659176276978675,0.0469306369519268,0.0659176276978675,0.0469306369519268,0.019312475859405175,0.06974085212055736,3.4132147621955795,0.6729289293856098,3.4132147621955795,0.6729289293856098
ESP,Europe,Spain,2020-05-20,0.010354918586328506,0.007709944908536716,0.04849336691116456,0.044299975494752605,0.04849336691116456,0.044299975494752605,0.13363847827718167,0.0797142677034566,0.3628697927148175,0.5557345851755425,0.3628697927148175,0.5557345851755425
ESP,Europe,Spain,2020-05-21,0.008629989212513484,0.016342369825363388,0.042953032992805236,0.06377188568718588,0.042953032992805236,0.06377188568718588,0.06713135839349432,0.07798049332288334,0.6398356002426401,0.8177927962462895,0.6398356002426401,0.8177927962462895
ESP,Europe,Spain,2020-05-22,0.0,0.01585062826620463,0.0,0.06457883858984027,0.0,0.06457883858984027,0.06178666437827169,0.07642397548876692,0.0,0.8450075801059618,0.0,0.8450075801059618
ESP,Europe,Spain,2020-05-23,0.013354065672733924,0.01696200637505961,0.08347586785021585,0.07185552986712111,0.08347586785021585,0.07185552986712111,0.03484862343364127,0.07704402307428115,2.395384942798976,0.9326554741026749,2.395384942798976,0.9326554741026749
ESP,Europe,Spain,2020-05-24,0.006098638854516528,0.01505428270752619,0.03828987178575198,0.05993040588851884,0.03828987178575198,0.05993040588851884,0.1001414177125685,0.11762433027907286,0.3823579959258587,0.5095068830260653,0.3823579959258587,0.5095068830260653
ESP,Europe,Spain,2020-05-25,0.010433462961206487,0.020571887306781642,0.04938469142568244,0.07395392733479704,0.04938469142568244,0.07395392733479704,0.0713269467893389,0.11275493143301153,0.6923707469427792,0.6558819769114362,0.6923707469427792,0.6558819769114362
ESP,Europe,Spain,2020-05-26,0.005098539072458084,0.019081392598037854,0.04750299749764817,0.0668989714168424,0.04750299749764817,0.0668989714168424,0.08912638493969997,0.11307151270970305,0.5329846770940745,0.5916518653871478,0.5329846770940745,0.5916518653871478
ESP,Europe,Spain,2020-05-27,0.07078189300411522,0.01840057759943099,0.18479673825819748,0.09947350203495829,0.18479673825819748,0.09947350203495829,0.12150205761316872,0.11536425342951243,1.5209350515407956,0.8622558468315891,1.5209350515407956,0.8622558468315891
