ISO_code,Continent,Country/Region,Date,Mu Raw,Mu Smooth (7 days average),Mu Fixed Raw,Mu Fixed Smooth,Beta,Beta Fixed Smooth,Gamma Raw,Gamma Smooth (7 days average),Gamma Fixed,Gamma Fixed Smooth,R0 Raw,R0 Fixed Smooth (Gamma = 1/14),R0 Fixed Smooth (Mean Gamma)
ESP,Europe,Spain,2020-02-23,0.01243118633694377,-0.00394501462589137,0.01243118633694377,0.0033409435676629165,0.029266345793785214,0.2423360218703774,0.08297003476659208,0.07158476660435906,0.08297003476659208,0.07158476660435906,0.4211346562244328,3.3927043061852835,3.487765334409964
ESP,Europe,Spain,2020-02-24,-0.0014970928474311233,-0.00429232695974048,0,0.0029936312338138065,0.013328280196491116,0.2445836867569795,0.15212264231306488,0.06993598612749896,0.15212264231306488,0.06993598612749896,0.19179028151181546,3.424171614597713,3.520114333185947
ESP,Europe,Spain,2020-02-25,-0.013975253161855366,-0.004100402863842412,0,0.0029936312338138065,0.21559205664939213,0.3237882033458912,0.12120155067236218,0.04729472983198651,0.12120155067236218,0.0482041800827754,3.1023103226314097,4.533034846842477,4.6600470809277015
ESP,Europe,Spain,2020-02-26,-0.019370599393911028,-0.001952982111097069,0,0.0031445872491512408,0.3493577444158735,0.35824380448902,0.007284652739237448,0.029767318199106364,0.007284652739237448,0.030889672843866515,5.027161731450767,5.01541326284628,5.155941378093065
ESP,Europe,Spain,2020-02-27,-0.01615876195168249,0.0016677766810719052,0,0.003998117556475782,0.4541062637220788,0.378404607319282,0.0354372867186765,0.028876501682599615,0.0354372867186765,0.029998856327359765,6.534464077253183,5.2976645024699485,5.446101085603957
ESP,Europe,Spain,2020-02-28,0.0009554186366966459,0.003939404014020437,0.0009554186366966459,0.003998117556475782,0.5897014623150212,0.36677348328368115,0.030648627592008818,0.024134455296581928,0.030648627592008818,0.02525680994134208,8.485641643030755,5.134828765971537,5.278702813987162
ESP,Europe,Spain,2020-02-29,0.01,0.004587180851947361,0.01,0.004645894394402707,0.045,0.3363592558675667,0.07142857142857142,0.01979885091286294,0.07142857142857142,0.020921205557623092,0.6475376073128947,4.709029582145934,4.840973056619416
ESP,Europe,Spain,2020-03-01,0.01,0.004039417477471409,0.01,0.0040981310199267535,0.045,0.3738882715387466,0.07142857142857142,0.009652222457021733,0.07142857142857142,0.010774577101781887,0.6475376073128947,5.234435801542452,5.381100763933529
ESP,Europe,Spain,2020-03-02,-0.00015362417614464804,0.0037914887486235186,0,0.003850202291078863,0.5677598963188731,0.40947244487648743,-0.006366151755522253,-0.0005489696699304923,0,0.0005733849748296606,8.169908550900896,5.732614228270824,5.893237776265076
ESP,Europe,Spain,2020-03-03,0.0010566921073620382,0.004770848060333387,0.0010566921073620382,0.0048076152919109254,0.45678126465129304,0.3721192369056045,-0.0014903307577988183,0.00026654861560419015,0,0.0005733849748296606,6.572956603947921,5.209669316678463,5.35564034075243
ESP,Europe,Spain,2020-03-04,0.00597471215127179,0.005333689359190564,0.00597471215127179,0.005370456590768103,0.4904833642277079,0.3542122670450107,0.0010489371236902067,0.0003584110822381074,0.0010489371236902067,0.0005733849748296606,7.057920535528645,4.95897173863015,5.0979184047312565
ESP,Europe,Spain,2020-03-05,-0.00025737062104276565,0.005772123431241725,0,0.005808890662819263,0.37268839547287225,0.3374210832004426,0.0022429620165527013,0.0003912941604646356,0.0022429620165527013,0.000606268053056189,5.362883375061901,4.723895164806197,4.85625516174828
ESP,Europe,Spain,2020-03-06,0.005489856502185114,0.007375008242669976,0.005489856502185114,0.007375008242669976,0.37680187040222085,0.3303835904719092,0.0002993969059759058,0.0005073596048888015,0.0002993969059759058,0.0007223334974803549,5.422075146472834,4.625370266606729,4.754969669850298
ESP,Europe,Spain,2020-03-07,0.006165656378668331,0.007798070306328668,0.006165656378668331,0.007798070306328668,0.30770310969825915,0.3312075177502089,0.0004021722376829614,0.0005616819669263573,0.0004021722376829614,0.0007766558595179105,4.4277630092610645,4.6369052485029245,4.766827853281508
ESP,Europe,Spain,2020-03-08,0.008264498898064767,0.008548060935033807,0.008264498898064767,0.008548060935033807,0.2940892133641858,0.34348681702174544,2.0226539905849198e-05,0.0009456719864399224,2.0226539905849198e-05,0.0011606458790314757,4.231862790186139,4.808815438304436,4.943554837572017
ESP,Europe,Spain,2020-03-09,0.006701891005824436,0.009292608452368827,0.006701891005824436,0.009292608452368827,0.3062874405226925,0.352403326513552,-0.000657523756779475,0.0016506090808613928,0,0.001865582973452946,4.407391919690108,4.933646571189728,5.071883645107261
ESP,Europe,Spain,2020-03-10,0.004996581199362277,0.010179298216407973,0.004996581199362277,0.010179298216407973,0.33143247562713657,0.3537598661569774,-0.0008472934913613978,0.0024692028550822288,0,0.0025902447824195716,4.769222050075229,4.952638126197684,5.091407329232202
ESP,Europe,Spain,2020-03-11,0.009043750655629911,0.01163898057722906,0.009043750655629911,0.01163898057722906,0.3729450773157312,0.34944189173383283,0.0012791186712759047,0.0034709833768701123,0.0012791186712759047,0.0034709833768701123,5.3665769560922465,4.89218648427366,5.029261877674166
ESP,Europe,Spain,2020-03-12,0.010962823058954992,0.013245033392649605,0.010962823058954992,0.013245033392649605,0.3234259463731382,0.3450125779854967,0.0030554201275218625,0.004640264093976831,0.0030554201275218625,0.004640264093976831,4.654010299052678,4.830176091796955,4.965514000542902
ESP,Europe,Spain,2020-03-13,0.008451290947795958,0.013356129948143673,0.008451290947795958,0.013356129948143673,0.3825693613503191,0.3292505575644909,0.000679653440238796,0.004773535339834866,0.000679653440238796,0.004773535339834866,5.5050677528890635,4.609507805902873,4.738662754903279
ESP,Europe,Spain,2020-03-14,0.011415590779604301,0.013921331968983668,0.011415590779604301,0.013921331968983668,0.39365820459901485,0.3045439475076295,0.003090102374277917,0.005382781246054505,0.003090102374277917,0.005382781246054505,5.664633153447467,4.263615265106813,4.38307856472788
ESP,Europe,Spain,2020-03-15,0.013476331519409909,0.014090087410579929,0.013476331519409909,0.014090087410579929,0.35650477980683193,0.27830177061655176,0.004954786200856142,0.005634265353112788,0.004954786200856142,0.005634265353112788,5.130005602482807,3.896224788631725,4.005394082851258
ESP,Europe,Spain,2020-03-16,0.012908719354098458,0.014153382210696947,0.012908719354098458,0.014153382210696947,0.31578321802667025,0.2550510539907619,0.005072632662766378,0.005667160599525148,0.005072632662766378,0.005667160599525148,4.544033542901249,3.5707147558706667,3.670763503287668
ESP,Europe,Spain,2020-03-17,0.01521435772510989,0.014351474944430025,0.01521435772510989,0.014351474944430025,0.3012066546651246,0.23829938110934762,0.006165170161153787,0.0058755042276710185,0.006165170161153787,0.0058755042276710185,4.334280810412803,3.336191335530867,3.429668912734294
ESP,Europe,Spain,2020-03-18,0.02028612036357373,0.014492134665131452,0.02028612036357373,0.014492134665131452,0.34193988107737794,0.2234947061715102,0.009464083691022938,0.006285374250114403,0.009464083691022938,0.006285374250114403,4.920420720837802,3.1289258864011433,3.216596041285507
ESP,Europe,Spain,2020-03-19,0.01174049894741347,0.013863975823253136,0.01174049894741347,0.013863975823253136,0.2130918034260977,0.20059843729430965,0.0039883188485281065,0.006408553360976969,0.0039883188485281065,0.006408553360976969,3.066332367300556,2.8083781221203354,2.887066769240494
ESP,Europe,Spain,2020-03-20,0.012407705093675914,0.014633216634325727,0.012407705093675914,0.014633216634325727,0.20962309095228884,0.19769299363792237,0.004944374783776259,0.007326194352308848,0.004944374783776259,0.007326194352308848,3.0164185500617426,2.767701910930913,2.8452508411435593
ESP,Europe,Spain,2020-03-21,0.012596878870778115,0.015274906405890269,0.012596878870778115,0.015274906405890269,0.20996296636147102,0.19353179986696373,0.004850491123685909,0.008844139123062672,0.004850491123685909,0.008844139123062672,3.02130926360055,2.7094451981374923,2.7853618189829366
ESP,Europe,Spain,2020-03-22,0.013919395120229034,0.015991853326911883,0.013919395120229034,0.015991853326911883,0.19374976342630262,0.19006097754950504,0.00518505292574266,0.011044973373510044,0.00518505292574266,0.011044973373510044,2.788005738366831,2.6608536856930707,2.7354088088307607
ESP,Europe,Spain,2020-03-23,0.01429536849023002,0.016395652490331394,0.01429536849023002,0.016395652490331394,0.1985215078567707,0.1864088141528808,0.006531038059787479,0.013482856272666544,0.006531038059787479,0.013482856272666544,2.8566698266160295,2.609723398140331,2.6828458889972397
ESP,Europe,Spain,2020-03-24,0.016198975770019875,0.016791120218774457,0.016198975770019875,0.016791120218774457,0.19757393010026267,0.1817815366191864,0.00903426031825747,0.016111605497150048,0.00903426031825747,0.016111605497150048,2.8430344436562045,2.5449415126686095,2.6162488637174164
ESP,Europe,Spain,2020-03-25,0.015889008470425528,0.016550918328642306,0.015889008470425528,0.016550918328642306,0.18166599893697413,0.1732455039047787,0.0103263374670609,0.018505088493208508,0.0103263374670609,0.018505088493208508,2.6141236951501132,2.4254370546669017,2.4933959804979953
ESP,Europe,Spain,2020-03-26,0.017125184624921602,0.01618765024930985,0.017125184624921602,0.01618765024930985,0.1927536978313864,0.16472806272862114,0.01041180578785126,0.021241718020215912,0.01041180578785126,0.021241718020215912,2.773672628765526,2.306192878200696,2.3708106717073436
ESP,Europe,Spain,2020-03-27,0.016899533494627705,0.015574267625915498,0.016899533494627705,0.015574267625915498,0.18049473455557882,0.15344640577408525,0.01556998817905302,0.023465001063490663,0.01556998817905302,0.023465001063490663,2.5972695232599015,2.1482496808371936,2.2084420244998637
ESP,Europe,Spain,2020-03-28,0.017615507317929407,0.014882154466229314,0.017615507317929407,0.014882154466229314,0.18566721013926002,0.14287167382607088,0.02025633087681752,0.025303174406460315,0.02025633087681752,0.025303174406460315,2.6717000224452634,2.0002034335649923,2.05624763249697
ESP,Europe,Spain,2020-03-29,0.016745989264165623,0.014010474126965987,0.016745989264165623,0.014010474126965987,0.16818461964993278,0.130998036564282,0.02225023321983815,0.02704996821156947,0.02225023321983815,0.02704996821156947,2.420130359887705,1.833972511899948,1.8853590451734694
ESP,Europe,Spain,2020-03-30,0.01706364258933145,0.013139259112536007,0.01706364258933145,0.013139259112536007,0.16613056512090996,0.1205168637324661,0.024932282631172017,0.028750659167964033,0.024932282631172017,0.028750659167964033,2.3905730808874015,1.6872360922545255,1.7345111811843499
ESP,Europe,Spain,2020-03-31,0.014517562539094829,0.012165167021707656,0.014517562539094829,0.012165167021707656,0.13782170109940875,0.10909314032012588,0.02578864129066669,0.030825227699108722,0.02578864129066669,0.030825227699108722,1.983216323682313,1.5273039644817623,1.5700978752303574
ESP,Europe,Spain,2020-04-01,0.013346131915098317,0.01142941504496509,0.013346131915098317,0.01142941504496509,0.1220439107038711,0.10039733698451193,0.029482744156112732,0.03340395638611874,0.029482744156112732,0.03340395638611874,1.756178264984295,1.405562717783167,1.4449455301736105
ESP,Europe,Spain,2020-04-02,0.012831506261161139,0.01074559817496239,0.012831506261161139,0.01074559817496239,0.11378209914963539,0.09301128203715843,0.0259747870907745,0.03602871760959968,0.0259747870907745,0.03602871760959968,1.6372930719642989,1.3021579485202182,1.338643436887595
ESP,Europe,Spain,2020-04-03,0.012054741376824442,0.01005885318504193,0.012054741376824442,0.01005885318504193,0.1064716109194782,0.08609703605904738,0.02843720157984058,0.04061690582113602,0.02843720157984058,0.04061690582113602,1.5320971595899642,1.2053585048266633,1.2391317454357225
ESP,Europe,Spain,2020-04-04,0.011513744943086105,0.00945694745337801,0.011513744943086105,0.00945694745337801,0.1025517493067377,0.07966841521899015,0.03248388751258162,0.045709714206314915,0.03248388751258162,0.045709714206314915,1.4756914304852609,1.1153578130658621,1.146609301842875
ESP,Europe,Spain,2020-04-05,0.010647484163155762,0.00892120419383445,0.010647484163155762,0.00892120419383445,0.09481640982722161,0.07374000165394647,0.03415506991460007,0.05180335075486334,0.03415506991460007,0.05180335075486334,1.3643820256337316,1.0323600231552506,1.0612859761539477
ESP,Europe,Spain,2020-04-06,0.010244997953533001,0.008511235464359229,0.010244997953533001,0.008511235464359229,0.08616450123452844,0.06903064482443592,0.039454262349184865,0.05832212198969168,0.039454262349184865,0.05832212198969168,1.2398834436603448,0.966429027542103,0.993507643529014
ESP,Europe,Spain,2020-04-07,0.009367298701896884,0.008147183668325333,0.009367298701896884,0.008147183668325333,0.07695107775011115,0.06533599445879344,0.04383974209973682,0.0653791743592709,0.04383974209973682,0.0653791743592709,1.1073048170323445,0.9147039224231083,0.9403332397874787
ESP,Europe,Spain,2020-04-08,0.008559413825079399,0.007846171284700585,0.008559413825079399,0.007846171284700585,0.07034152607239655,0.06223623530446108,0.04785607272047927,0.0715555200395556,0.04785607272047927,0.0715555200395556,1.012195188614606,0.8713072942624552,0.8957206706776204
ESP,Europe,Spain,2020-04-09,0.008024291331717913,0.007645194023787387,0.008024291331717913,0.007645194023787387,0.06538237730285804,0.059958057024768543,0.05809210457152889,0.07744357883616541,0.05809210457152889,0.07744357883616541,0.9408344035360356,0.8394127983467596,0.8629325149251609
ESP,Europe,Spain,2020-04-10,0.007841401255177013,0.007512895290007301,0.007841401255177013,0.007512895290007301,0.06147126503907764,0.0585607086856582,0.06408686027609284,0.08225368570241136,0.06408686027609284,0.08225368570241136,0.8845545751533584,0.8198499215992149,0.8428215010543001
ESP,Europe,Spain,2020-04-11,0.0077635421262811765,0.007468410700724047,0.0077635421262811765,0.007468410700724047,0.06105285435143195,0.05818747926150801,0.07513934335242065,0.08670595893587056,0.07513934335242065,0.08670595893587056,0.878533760585531,0.8146247096611122,0.8374498825995369
ESP,Europe,Spain,2020-04-12,0.007777703056829217,0.0074111579580385155,0.007777703056829217,0.0074111579580385155,0.06185091202064774,0.05841392271045964,0.07978646855839845,0.09047340495823253,0.07978646855839845,0.09047340495823253,0.8900175906660133,0.817794917946435,0.8407089177415769
ESP,Europe,Spain,2020-04-13,0.007696635381295728,0.007341932910506707,0.007696635381295728,0.007341932910506707,0.060301948675031,0.05974587590184986,0.08885362893623942,0.09375735483482764,0.08885362893623942,0.09375735483482764,0.8677284346963234,0.8364422626258982,0.8598787470229718
ESP,Europe,Spain,2020-04-14,0.007260212016523636,0.0074113570445440155,0.007260212016523636,0.0074113570445440155,0.05525276366978473,0.06267850854091167,0.08707416186172974,0.09560014628130013,0.08707416186172974,0.09560014628130013,0.795072052981272,0.8774991195727634,0.9020859862857753
ESP,Europe,Spain,2020-04-15,0.007152572998687024,0.007445081874347024,0.007152572998687024,0.007445081874347024,0.054394278114548715,0.06605620512754548,0.08907248429674798,0.09700353205665138,0.08907248429674798,0.09700353205665138,0.7827186822623784,0.9247868717856368,0.9506987058232675
ESP,Europe,Spain,2020-04-16,0.007098200195257308,0.0073805978805941775,0.007098200195257308,0.0073805978805941775,0.05560093892908564,0.06780355727911518,0.09176285263525046,0.09727988461892956,0.09176285263525046,0.09727988461892956,0.8000821990775666,0.9492498019076125,0.9758470688863174
ESP,Europe,Spain,2020-04-17,0.00753000913019424,0.007174267396142672,0.00753000913019424,0.007174267396142672,0.05885865907002631,0.06848720779911124,0.09525277291030736,0.0965697939406194,0.09525277291030736,0.0965697939406194,0.8469598947522277,0.9588209091875575,0.9856863514085379
ESP,Europe,Spain,2020-04-18,0.007362772927482449,0.00718890800566809,0.007362772927482449,0.00718890800566809,0.06263795849409334,0.07051889544320912,0.10151146550895435,0.09520114338230383,0.10151146550895435,0.09520114338230383,0.9013429726717692,0.9872645362049277,1.014926947506232
ESP,Europe,Spain,2020-04-19,0.007293127724106562,0.007224821387388939,0.007293127724106562,0.007224821387388939,0.0711745843603793,0.06955498687737809,0.10277411769456421,0.09288099901717299,0.10277411769456421,0.09288099901717299,1.0241826679602175,0.9737698162832933,1.001054115661016
ESP,Europe,Spain,2020-04-20,0.00818260431955689,0.007317510105617998,0.00818260431955689,0.007317510105617998,0.0808303771484637,0.068351909097168,0.10175316906154687,0.09087720304059776,0.10175316906154687,0.09087720304059776,1.163126867042557,0.956926727360352,0.983739096028235
ESP,Europe,Spain,2020-04-21,0.007496285825144692,0.007271124400121403,0.007496285825144692,0.007271124400121403,0.07889663977622138,0.0648287267318145,0.09689786228918854,0.08882662256741036,0.09689786228918854,0.08882662256741036,1.1353009187938168,0.907602174245403,0.933032505956136
ESP,Europe,Spain,2020-04-22,0.0067011850424171,0.007288468257765642,0.0067011850424171,0.007288468257765642,0.06662574317553663,0.060192457303732405,0.0910069522326952,0.08625261905595472,0.0910069522326952,0.08625261905595472,0.9587260960295647,0.8426944022522537,0.86630606690904
ESP,Europe,Spain,2020-04-23,0.005653886804096766,0.007383284526239949,0.005653886804096766,0.007383284526239949,0.060386492569058134,0.05547037166096354,0.08679221788707935,0.08411495715375432,0.08679221788707935,0.08411495715375432,0.8689449980485733,0.7765852032534896,0.7983445377733773
ESP,Europe,Spain,2020-04-24,0.007632493396872164,0.007668171568850072,0.007632493396872164,0.007668171568850072,0.07308047257871143,0.053221429307072965,0.08567221900209826,0.08334443518430198,0.08567221900209826,0.08334443518430198,1.0516078745536537,0.7451000102990215,0.7659771533439117
ESP,Europe,Spain,2020-04-25,0.007614166599528398,0.0075998989419734505,0.007614166599528398,0.0075998989419734505,0.05589059853327607,0.04843021335616469,0.08527045495303856,0.08374859890159338,0.08527045495303856,0.08374859890159338,0.804250321011626,0.6780229869863057,0.6970206821834324
ESP,Europe,Spain,2020-04-26,0.00794194875170998,0.0076337601319752205,0.00794194875170998,0.0076337601319752205,0.0627530398989086,0.04616674780651054,0.08874754585853745,0.08545245183970582,0.08874754585853745,0.08545245183970582,0.902998962394442,0.6463344692911476,0.6644442760066505
ESP,Europe,Spain,2020-04-27,0.007857904381080727,0.007649744095242672,0.007857904381080727,0.007649744095242672,0.05616810059098931,0.04282018270071516,0.0873991057492351,0.08936621006821419,0.0873991057492351,0.08936621006821419,0.8082434991999824,0.5994825578100123,0.6162796091310739
ESP,Europe,Spain,2020-04-28,0.007617692828654355,0.007759775077185711,0.007617692828654355,0.007759775077185711,0.04644275377964676,0.040499054862437094,0.07887983770899908,0.09629015763517942,0.07887983770899908,0.09629015763517942,0.6682984368776524,0.5669867680741193,0.5828733117568834
ESP,Europe,Spain,2020-04-29,0.007364898921737249,0.007780629603573541,0.007364898921737249,0.007780629603573541,0.033571143676154484,0.03887126954557455,0.07604331891729246,0.10518551307004997,0.07604331891729246,0.10518551307004997,0.48307951224032203,0.5441977736380438,0.5594457868012602
ESP,Europe,Spain,2020-04-30,0.007648096102367628,0.007881623820344668,0.007648096102367628,0.007881623820344668,0.04464389609182414,0.04055203613080579,0.08139856410091292,0.11321823280141563,0.08139856410091292,0.11321823280141563,0.6424133701427843,0.5677285058312811,0.5836358324492807
ESP,Europe,Spain,2020-05-01,0.007154585008735817,0.008343686288490184,0.007154585008735817,0.008343686288490184,0.03954196092235344,0.0404474214425005,0.08850136502313814,0.12046700608034233,0.08850136502313814,0.12046700608034233,0.5689979280915717,0.566263900195007,0.5821301896623554
ESP,Europe,Spain,2020-05-02,0.00785119492954079,0.008560917464894936,0.00785119492954079,0.008560917464894936,0.04004633968569706,0.04094606351643516,0.0971974255198256,0.13055907151237606,0.0971974255198256,0.13055907151237606,0.5762557995936821,0.5732448892300923,0.5893067807705393
ESP,Europe,Spain,2020-05-03,0.008053836494582139,0.008891709619883318,0.008053836494582139,0.008891709619883318,0.039327084158340915,0.042704720427106095,0.11614385345809602,0.1357454772611513,0.11614385345809602,0.1357454772611513,0.5659059106329982,0.5978660859794853,0.6146178449731179
ESP,Europe,Spain,2020-05-04,0.00862812125468199,0.009437465904418296,0.00862812125468199,0.009437465904418296,0.03992020572304285,0.045802487400239754,0.1358667387179918,0.1414501982166109,0.1358667387179918,0.1414501982166109,0.5744407666075042,0.6412348236033566,0.6592017420742874
ESP,Europe,Spain,2020-05-05,0.007763674513369171,0.00998992510485729,0.007763674513369171,0.00998992510485729,0.03504825656160894,0.04982631267075964,0.14114732575309286,0.14244932904277718,0.14114732575309286,0.14244932904277718,0.5043347598753937,0.697568377390635,0.7171137197568654
ESP,Europe,Spain,2020-05-06,0.008071858439135137,0.010589645687924976,0.008071858439135137,0.010589645687924976,0.04533650977277321,0.056148540476380626,0.13227235703685217,0.1393504523478842,0.13227235703685217,0.1393504523478842,0.6523798902706496,0.7860795666693288,0.8081049261260208
ESP,Europe,Spain,2020-05-07,0.010882533379386237,0.011176008685266237,0.010882533379386237,0.011176008685266237,0.04391159327368711,0.062440777629522416,0.1321399770533998,0.13289576098330372,0.1321399770533998,0.13289576098330372,0.6318757342608967,0.8741708868133139,0.8986644989424507
ESP,Europe,Spain,2020-05-08,0.008675203243569086,0.011238722189921219,0.008675203243569086,0.011238722189921219,0.04303245543989609,0.0676997821862739,0.15914582304737424,0.12955270480531403,0.15914582304737424,0.12955270480531403,0.6192251829410905,0.9477969506078346,0.9743535097835747
ESP,Europe,Spain,2020-05-09,0.010166740014459462,0.01171038979286144,0.010166740014459462,0.01171038979286144,0.052356938060393564,0.07455154342365919,0.13350226576125218,0.1204291224401262,0.13350226576125218,0.1204291224401262,0.7534019199523706,1.0437216079312288,1.0729659040077761
ESP,Europe,Spain,2020-05-10,0.01187413048632699,0.012001113023836793,0.01187413048632699,0.012001113023836793,0.06101145297027657,0.0806118333397393,0.15607690014631315,0.11481605486908773,0.15607690014631315,0.11481605486908773,0.8779380061123576,1.1285656667563502,1.1601872296804585
ESP,Europe,Spain,2020-05-11,0.012495335657754946,0.012040154085890974,0.012495335657754946,0.012040154085890974,0.06808698261668192,0.07864633910863546,0.14286065450115604,0.10437835321793308,0.14286065450115604,0.10437835321793308,0.9797529291724636,1.1010487475208965,1.1318993070211787
ESP,Europe,Spain,2020-05-12,0.011961718594842966,0.01189877046335698,0.011961718594842966,0.01189877046335698,0.0793038512009559,0.07581485701940528,0.11945518888884189,0.09573496554638425,0.11945518888884189,0.09573496554638425,1.1411605790525514,1.061407998271674,1.0911478537308297
ESP,Europe,Spain,2020-05-13,0.012176399420523986,0.011666350927297385,0.012176399420523986,0.011666350927297385,0.0893821698447657,0.07141300489832506,0.08708951748478864,0.08880324635007152,0.08708951748478864,0.08880324635007152,1.2861848088380967,0.9997820685765508,1.0277952117397247
ESP,Europe,Spain,2020-05-14,0.011321527911971095,0.01108008339696776,0.011321527911971095,0.01108008339696776,0.08072462517094756,0.06463844657075814,0.10873858380747205,0.08820933058091127,0.10873858380747205,0.08820933058091127,1.161605125209459,0.904938251990614,0.9302939425992063
