ISO_code,Continent,Country/Region,Date,Total Susceptibles,Susceptibles Smooth (7 days average)
ESP,Europe,Spain,2021-10-16,42263475,42267913.71428572
ESP,Europe,Spain,2021-10-17,42263475,42266375.571428575
ESP,Europe,Spain,2021-10-18,42258983,42264742.71428572
ESP,Europe,Spain,2021-10-19,42257094,42262840.0
ESP,Europe,Spain,2021-10-20,42254566,42260970.14285715
ESP,Europe,Spain,2021-10-21,42252685,42259107.57142857
ESP,Europe,Spain,2021-10-22,42250129,42257201.0
ESP,Europe,Spain,2021-10-23,42250129,42255294.428571425
ESP,Europe,Spain,2021-10-24,42250129,42253387.857142866
ESP,Europe,Spain,2021-10-25,42245644,42251482.28571428
ESP,Europe,Spain,2021-10-26,42243718,42249571.42857143
ESP,Europe,Spain,2021-10-27,42241186,42247660.0
ESP,Europe,Spain,2021-10-28,42238974,42245701.28571429
ESP,Europe,Spain,2021-10-29,42236713,42243784.71428572
ESP,Europe,Spain,2021-10-30,42236713,42241868.14285714
ESP,Europe,Spain,2021-10-31,42236713,42239951.57142857
ESP,Europe,Spain,2021-11-01,42236713,42238675.71428572
ESP,Europe,Spain,2021-11-02,42230893,42236843.571428575
ESP,Europe,Spain,2021-11-03,42228606,42235046.428571425
ESP,Europe,Spain,2021-11-04,42225315,42233095.14285714
ESP,Europe,Spain,2021-11-05,42222222,42231025.0
ESP,Europe,Spain,2021-11-06,42222222,42228954.85714285
ESP,Europe,Spain,2021-11-07,42222222,42226884.71428572
ESP,Europe,Spain,2021-11-08,42215805,42223897.85714286
ESP,Europe,Spain,2021-11-09,42215805,42221742.428571425
ESP,Europe,Spain,2021-11-10,42209344,42218990.71428571
ESP,Europe,Spain,2021-11-11,42205058,42216096.85714286
ESP,Europe,Spain,2021-11-12,42200705,42213023.0
ESP,Europe,Spain,2021-11-13,42200705,42209949.14285714
ESP,Europe,Spain,2021-11-14,42200705,42206875.28571429
ESP,Europe,Spain,2021-11-15,42190907,42203318.428571425
ESP,Europe,Spain,2021-11-16,42186816,42199177.14285714
ESP,Europe,Spain,2021-11-17,42180149,42195006.42857143
ESP,Europe,Spain,2021-11-18,42173834,42190545.85714286
ESP,Europe,Spain,2021-11-19,42167198,42185759.14285714
ESP,Europe,Spain,2021-11-20,42167198,42180972.42857143
ESP,Europe,Spain,2021-11-21,42167198,42176185.71428572
ESP,Europe,Spain,2021-11-22,42151323,42170530.85714286
ESP,Europe,Spain,2021-11-23,42144546,42164492.28571429
ESP,Europe,Spain,2021-11-24,42136019,42158187.99999999
ESP,Europe,Spain,2021-11-25,42126761,42151463.28571428
ESP,Europe,Spain,2021-11-26,42116849,42144270.57142857
ESP,Europe,Spain,2021-11-27,42116849,42137077.85714286
ESP,Europe,Spain,2021-11-28,42116849,42129885.14285714
ESP,Europe,Spain,2021-11-29,42093938,42121687.28571428
ESP,Europe,Spain,2021-11-30,42083677,42112991.71428572
ESP,Europe,Spain,2021-12-01,42073141,42104009.14285714
ESP,Europe,Spain,2021-12-02,42058641,42094277.71428572
ESP,Europe,Spain,2021-12-03,42044903,42083999.71428572
ESP,Europe,Spain,2021-12-04,42044903,42073721.71428572
ESP,Europe,Spain,2021-12-05,42044903,42063443.71428571
ESP,Europe,Spain,2021-12-06,42044903,42056438.71428572
ESP,Europe,Spain,2021-12-07,42001095,42044641.28571428
ESP,Europe,Spain,2021-12-08,42001095,42034349.0
ESP,Europe,Spain,2021-12-09,41974683,42022355.0
ESP,Europe,Spain,2021-12-10,41957588,42009881.428571425
ESP,Europe,Spain,2021-12-11,41957588,41997407.85714285
ESP,Europe,Spain,2021-12-12,41957588,41984934.28571429
ESP,Europe,Spain,2021-12-13,41907786,41965346.14285714
ESP,Europe,Spain,2021-12-14,41881650,41948282.571428575
ESP,Europe,Spain,2021-12-15,41854510,41927341.85714286
ESP,Europe,Spain,2021-12-16,41825610,41906045.71428572
ESP,Europe,Spain,2021-12-17,41792251,41882426.14285714
ESP,Europe,Spain,2021-12-18,41792251,41858806.57142857
ESP,Europe,Spain,2021-12-19,41792251,41835186.99999999
ESP,Europe,Spain,2021-12-20,41712547,41807295.71428572
ESP,Europe,Spain,2021-12-21,41662724,41776020.571428575
ESP,Europe,Spain,2021-12-22,41602683,41740045.28571428
ESP,Europe,Spain,2021-12-23,41529771,41697782.57142857
ESP,Europe,Spain,2021-12-24,41529771,41660285.428571425
ESP,Europe,Spain,2021-12-25,41529771,41622788.28571428
ESP,Europe,Spain,2021-12-26,41529771,41585291.14285715
ESP,Europe,Spain,2021-12-27,41315152,41528520.428571425
ESP,Europe,Spain,2021-12-28,41215481,41464628.57142857
ESP,Europe,Spain,2021-12-29,41114721,41394919.71428572
ESP,Europe,Spain,2021-12-30,40953033,41312528.571428575
ESP,Europe,Spain,2021-12-31,40953033,41230137.428571425
ESP,Europe,Spain,2022-01-01,40953033,41147746.28571428
ESP,Europe,Spain,2022-01-02,40953033,41065355.14285714
ESP,Europe,Spain,2022-01-03,40580267,40960371.571428575
ESP,Europe,Spain,2022-01-04,40462492,40852801.71428572
ESP,Europe,Spain,2022-01-05,40325312,40740029.0
ESP,Europe,Spain,2022-01-06,40325312,40650354.57142857
ESP,Europe,Spain,2022-01-07,40082872,40526045.85714286
ESP,Europe,Spain,2022-01-08,40082872,40401737.14285714
ESP,Europe,Spain,2022-01-09,40082872,40277428.428571425
ESP,Europe,Spain,2022-01-10,39790478,40164601.42857143
ESP,Europe,Spain,2022-01-11,39655536,40049322.0
ESP,Europe,Spain,2022-01-12,39476411,39928050.42857143
ESP,Europe,Spain,2022-01-13,39317250,39784041.571428575
ESP,Europe,Spain,2022-01-14,39154742,39651451.571428575
ESP,Europe,Spain,2022-01-15,39154742,39518861.57142857
ESP,Europe,Spain,2022-01-16,39154742,39386271.57142857
ESP,Europe,Spain,2022-01-17,38823275,39248099.71428571
ESP,Europe,Spain,2022-01-18,38728803,39115709.28571428
ESP,Europe,Spain,2022-01-19,38570862,38986345.14285714
ESP,Europe,Spain,2022-01-20,38413415,38857225.857142866
ESP,Europe,Spain,2022-01-21,38272320,38731165.57142857
ESP,Europe,Spain,2022-01-22,38272320,38605105.28571428
ESP,Europe,Spain,2022-01-23,38272320,38479045.0
ESP,Europe,Spain,2022-01-24,37966888,38356704.00000001
ESP,Europe,Spain,2022-01-25,37852011,38231448.0
ESP,Europe,Spain,2022-01-26,37718458,38109676.0
ESP,Europe,Spain,2022-01-27,37587570,37991698.14285714
ESP,Europe,Spain,2022-01-28,37468648,37876887.85714285
ESP,Europe,Spain,2022-01-29,37468648,37762077.57142857
ESP,Europe,Spain,2022-01-30,37468648,37647267.28571428
ESP,Europe,Spain,2022-01-31,37286525,37550072.571428575
ESP,Europe,Spain,2022-02-01,37208652,37458164.14285714
ESP,Europe,Spain,2022-02-02,37122430,37373017.28571429
ESP,Europe,Spain,2022-02-03,37048062,37295944.71428572
ESP,Europe,Spain,2022-02-04,37048062,37235861.0
ESP,Europe,Spain,2022-02-05,37048062,37175777.28571428
ESP,Europe,Spain,2022-02-06,37048062,37115693.571428575
ESP,Europe,Spain,2022-02-07,36852307,37053662.42857143
ESP,Europe,Spain,2022-02-08,36808476,36996494.428571425
ESP,Europe,Spain,2022-02-09,36745637,36942666.85714285
ESP,Europe,Spain,2022-02-10,36692582,36891884.0
ESP,Europe,Spain,2022-02-11,36643578,36834100.57142857
ESP,Europe,Spain,2022-02-12,36643578,36776317.14285714
ESP,Europe,Spain,2022-02-13,36643578,36718533.71428572
ESP,Europe,Spain,2022-02-14,36574872,36678900.142857134
ESP,Europe,Spain,2022-02-15,36540492,36640616.71428572
ESP,Europe,Spain,2022-02-16,36503384,36606009.14285715
ESP,Europe,Spain,2022-02-17,36469171,36574093.28571428
ESP,Europe,Spain,2022-02-18,36438556,36544804.42857143
ESP,Europe,Spain,2022-02-19,36438556,36515515.57142857
ESP,Europe,Spain,2022-02-20,36438556,36486226.71428572
ESP,Europe,Spain,2022-02-21,36389778,36459784.71428571
ESP,Europe,Spain,2022-02-22,36367585,36435083.71428571
ESP,Europe,Spain,2022-02-23,36333673,36410839.28571429
ESP,Europe,Spain,2022-02-24,36297781,36386354.99999999
ESP,Europe,Spain,2022-02-25,36270254,36362311.85714286
ESP,Europe,Spain,2022-02-26,36270254,36338268.71428572
ESP,Europe,Spain,2022-02-27,36270254,36314225.57142857
ESP,Europe,Spain,2022-02-28,36270254,36297150.71428572
ESP,Europe,Spain,2022-03-01,36211693,36274880.428571425
ESP,Europe,Spain,2022-03-02,36192890,36254768.57142857
ESP,Europe,Spain,2022-03-03,36169750,36236478.428571425
ESP,Europe,Spain,2022-03-04,36147350,36218920.71428571
ESP,Europe,Spain,2022-03-05,36147350,36201363.00000001
ESP,Europe,Spain,2022-03-06,36147350,36183805.28571429
ESP,Europe,Spain,2022-03-07,36111353,36161105.14285714
ESP,Europe,Spain,2022-03-08,36088204,36143463.85714286
ESP,Europe,Spain,2022-03-09,36066268,36125374.99999999
ESP,Europe,Spain,2022-03-10,36043653,36107361.14285715
ESP,Europe,Spain,2022-03-11,36023804,36089711.71428572
ESP,Europe,Spain,2022-03-12,36023804,36072062.28571428
ESP,Europe,Spain,2022-03-13,36023804,36054412.85714285
ESP,Europe,Spain,2022-03-14,36023804,36041905.85714286
ESP,Europe,Spain,2022-03-15,35987738,36027553.571428575
ESP,Europe,Spain,2022-03-16,35987738,36016335.0
ESP,Europe,Spain,2022-03-17,35987738,36008347.14285715
ESP,Europe,Spain,2022-03-18,35923141,35993966.71428571
ESP,Europe,Spain,2022-03-19,35923141,35979586.28571428
ESP,Europe,Spain,2022-03-20,35923141,35965205.85714286
ESP,Europe,Spain,2022-03-21,35923141,35950825.42857143
ESP,Europe,Spain,2022-03-22,35868994,35933862.0
ESP,Europe,Spain,2022-03-23,35868994,35916898.57142857
ESP,Europe,Spain,2022-03-24,35868994,35899935.14285715
