ISO_code,Continent,Country/Region,Date,Susceptibles Raw (S),Infected Raw (I),Recovered Raw (R),Deaths Raw (D),Total Population (N),Total Population Without Deahts (N Alive)
ESP,Europe,Spain,2021-10-26,42243718,26284,4973454,89158,47332614,47243456
ESP,Europe,Spain,2021-10-27,42241186,26049,4976170,89209,47332614,47243405
ESP,Europe,Spain,2021-10-28,42238974,26344,4978054,89242,47332614,47243372
ESP,Europe,Spain,2021-10-29,42236713,26368,4980245,89288,47332614,47243326
ESP,Europe,Spain,2021-10-30,42236713,26368,4980245,89288,47332614,47243326
ESP,Europe,Spain,2021-10-31,42236713,26368,4980245,89288,47332614,47243326
ESP,Europe,Spain,2021-11-01,42236713,21932,4984681,89288,47332614,47243326
ESP,Europe,Spain,2021-11-02,42230893,25829,4986549,89343,47332614,47243271
ESP,Europe,Spain,2021-11-03,42228606,25580,4989046,89382,47332614,47243232
ESP,Europe,Spain,2021-11-04,42225315,26995,4990907,89397,47332614,47243217
ESP,Europe,Spain,2021-11-05,42222222,27535,4993433,89424,47332614,47243190
ESP,Europe,Spain,2021-11-06,42222222,27535,4993433,89424,47332614,47243190
ESP,Europe,Spain,2021-11-07,42222222,27535,4993433,89424,47332614,47243190
ESP,Europe,Spain,2021-11-08,42215805,29467,4997864,89478,47332614,47243136
ESP,Europe,Spain,2021-11-09,42215805,27593,4999738,89478,47332614,47243136
ESP,Europe,Spain,2021-11-10,42209344,31514,5002219,89537,47332614,47243077
ESP,Europe,Spain,2021-11-11,42205058,33591,5004398,89567,47332614,47243047
ESP,Europe,Spain,2021-11-12,42200705,35703,5006613,89593,47332614,47243021
ESP,Europe,Spain,2021-11-13,42200705,35703,5006613,89593,47332614,47243021
ESP,Europe,Spain,2021-11-14,42200705,35703,5006613,89593,47332614,47243021
ESP,Europe,Spain,2021-11-15,42190907,45458,5006613,89636,47332614,47242978
ESP,Europe,Spain,2021-11-16,42186816,43755,5012378,89665,47332614,47242949
ESP,Europe,Spain,2021-11-17,42180149,48144,5014626,89695,47332614,47242919
ESP,Europe,Spain,2021-11-18,42173834,51154,5017902,89724,47332614,47242890
ESP,Europe,Spain,2021-11-19,42167198,54718,5020968,89730,47332614,47242884
ESP,Europe,Spain,2021-11-20,42167198,54718,5020968,89730,47332614,47242884
ESP,Europe,Spain,2021-11-21,42167198,54718,5020968,89730,47332614,47242884
ESP,Europe,Spain,2021-11-22,42151323,64208,5027331,89752,47332614,47242862
ESP,Europe,Spain,2021-11-23,42144546,70951,5027331,89786,47332614,47242828
ESP,Europe,Spain,2021-11-24,42136019,73038,5033733,89824,47332614,47242790
ESP,Europe,Spain,2021-11-25,42126761,78013,5037989,89851,47332614,47242763
ESP,Europe,Spain,2021-11-26,42116849,83574,5042316,89875,47332614,47242739
ESP,Europe,Spain,2021-11-27,42116849,83574,5042316,89875,47332614,47242739
ESP,Europe,Spain,2021-11-28,42116849,83574,5042316,89875,47332614,47242739
ESP,Europe,Spain,2021-11-29,42093938,96677,5052071,89928,47332614,47242686
ESP,Europe,Spain,2021-11-30,42083677,102832,5056133,89972,47332614,47242642
ESP,Europe,Spain,2021-12-01,42073141,106703,5062770,90000,47332614,47242614
ESP,Europe,Spain,2021-12-02,42058641,114875,5069056,90042,47332614,47242572
ESP,Europe,Spain,2021-12-03,42044903,121946,5075686,90079,47332614,47242535
ESP,Europe,Spain,2021-12-04,42044903,121946,5075686,90079,47332614,47242535
ESP,Europe,Spain,2021-12-05,42044903,121946,5075686,90079,47332614,47242535
ESP,Europe,Spain,2021-12-06,42044903,106093,5091539,90079,47332614,47242535
ESP,Europe,Spain,2021-12-07,42001095,143080,5098282,90157,47332614,47242457
ESP,Europe,Spain,2021-12-08,42001095,134591,5106771,90157,47332614,47242457
ESP,Europe,Spain,2021-12-09,41974683,151688,5116002,90241,47332614,47242373
ESP,Europe,Spain,2021-12-10,41957588,158836,5125890,90300,47332614,47242314
ESP,Europe,Spain,2021-12-11,41957588,158835,5125890,90301,47332614,47242313
ESP,Europe,Spain,2021-12-12,41957588,158835,5125890,90301,47332614,47242313
ESP,Europe,Spain,2021-12-13,41907786,185676,5148748,90404,47332614,47242210
ESP,Europe,Spain,2021-12-14,41881650,201537,5158965,90462,47332614,47242152
ESP,Europe,Spain,2021-12-15,41854510,218092,5169473,90539,47332614,47242075
ESP,Europe,Spain,2021-12-16,41825610,232486,5183931,90587,47332614,47242027
ESP,Europe,Spain,2021-12-17,41792251,252103,5197632,90628,47332614,47241986
ESP,Europe,Spain,2021-12-18,41792251,252103,5197632,90628,47332614,47241986
ESP,Europe,Spain,2021-12-19,41792251,252103,5197632,90628,47332614,47241986
ESP,Europe,Spain,2021-12-20,41712547,331722,5197632,90713,47332614,47241901
ESP,Europe,Spain,2021-12-21,41662724,337721,5241362,90807,47332614,47241807
ESP,Europe,Spain,2021-12-22,41602683,397712,5241362,90857,47332614,47241757
ESP,Europe,Spain,2021-12-23,41529771,444214,5267690,90939,47332614,47241675
ESP,Europe,Spain,2021-12-24,41529771,427178,5284726,90939,47332614,47241675
ESP,Europe,Spain,2021-12-25,41529771,427179,5284725,90939,47332614,47241675
ESP,Europe,Spain,2021-12-26,41529771,427179,5284725,90939,47332614,47241675
ESP,Europe,Spain,2021-12-27,41315152,591979,5334424,91059,47332614,47241555
ESP,Europe,Spain,2021-12-28,41215481,665458,5360502,91173,47332614,47241441
ESP,Europe,Spain,2021-12-29,41114721,739077,5387565,91251,47332614,47241363
ESP,Europe,Spain,2021-12-30,40953033,871839,5416417,91325,47332614,47241289
ESP,Europe,Spain,2021-12-31,40953033,838521,5449735,91325,47332614,47241289
ESP,Europe,Spain,2022-01-01,40953033,838521,5449735,91325,47332614,47241289
ESP,Europe,Spain,2022-01-02,40953033,838521,5449735,91325,47332614,47241289
ESP,Europe,Spain,2022-01-03,40580267,1131500,5529354,91493,47332614,47241121
ESP,Europe,Spain,2022-01-04,40462492,1199430,5579083,91609,47332614,47241005
ESP,Europe,Spain,2022-01-05,40325312,1276471,5639074,91757,47332614,47240857
ESP,Europe,Spain,2022-01-06,40325312,1203641,5711904,91757,47332614,47240857
ESP,Europe,Spain,2022-01-07,40082872,1445984,5711904,91854,47332614,47240760
ESP,Europe,Spain,2022-01-08,40082872,1445984,5711904,91854,47332614,47240760
ESP,Europe,Spain,2022-01-09,40082872,1445984,5711904,91854,47332614,47240760
ESP,Europe,Spain,2022-01-10,39790478,1523677,5926403,92056,47332614,47240558
ESP,Europe,Spain,2022-01-11,39655536,1558815,6025960,92303,47332614,47240311
ESP,Europe,Spain,2022-01-12,39476411,1637133,6126642,92428,47332614,47240186
ESP,Europe,Spain,2022-01-13,39317250,1634568,6288256,92540,47332614,47240074
ESP,Europe,Spain,2022-01-14,39154742,1796937,6288256,92679,47332614,47239935
ESP,Europe,Spain,2022-01-15,39154742,1796937,6288256,92679,47332614,47239935
ESP,Europe,Spain,2022-01-16,39154742,1796937,6288256,92679,47332614,47239935
ESP,Europe,Spain,2022-01-17,38823275,1755572,6660854,92913,47332614,47239701
ESP,Europe,Spain,2022-01-18,38728803,1732101,6778513,93197,47332614,47239417
ESP,Europe,Spain,2022-01-19,38570862,1752850,6915545,93357,47332614,47239257
ESP,Europe,Spain,2022-01-20,38413415,1910135,6915545,93519,47332614,47239095
ESP,Europe,Spain,2022-01-21,38272320,1808745,7157888,93661,47332614,47238953
ESP,Europe,Spain,2022-01-22,38272320,1808745,7157888,93661,47332614,47238953
ESP,Europe,Spain,2022-01-23,38272320,1808745,7157888,93661,47332614,47238953
ESP,Europe,Spain,2022-01-24,37966888,1821732,7450080,93914,47332614,47238700
ESP,Europe,Spain,2022-01-25,37852011,1801532,7584775,94296,47332614,47238318
ESP,Europe,Spain,2022-01-26,37718458,1755870,7763775,94511,47332614,47238103
ESP,Europe,Spain,2022-01-27,37587570,1727533,7922824,94687,47332614,47237927
ESP,Europe,Spain,2022-01-28,37468648,1683887,8085193,94886,47332614,47237728
ESP,Europe,Spain,2022-01-29,37468648,1683887,8085193,94886,47332614,47237728
ESP,Europe,Spain,2022-01-30,37468648,1683887,8085193,94886,47332614,47237728
ESP,Europe,Spain,2022-01-31,37286525,1534518,8416426,95145,47332614,47237469
ESP,Europe,Spain,2022-02-01,37208652,1517795,8510614,95553,47332614,47237061
ESP,Europe,Spain,2022-02-02,37122430,1446012,8668395,95777,47332614,47236837
ESP,Europe,Spain,2022-02-03,37048062,1362912,8825680,95960,47332614,47236654
ESP,Europe,Spain,2022-02-04,37048062,1221959,8966633,95960,47332614,47236654
ESP,Europe,Spain,2022-02-05,37048062,1221959,8966633,95960,47332614,47236654
ESP,Europe,Spain,2022-02-06,37048062,1221959,8966633,95960,47332614,47236654
ESP,Europe,Spain,2022-02-07,36852307,1112005,9271812,96490,47332614,47236124
ESP,Europe,Spain,2022-02-08,36808476,1040980,9386307,96851,47332614,47235763
ESP,Europe,Spain,2022-02-09,36745637,970199,9519645,97133,47332614,47235481
ESP,Europe,Spain,2022-02-10,36692582,892149,9650357,97526,47332614,47235088
ESP,Europe,Spain,2022-02-11,36643578,822041,9769080,97915,47332614,47234699
ESP,Europe,Spain,2022-02-12,36643578,822041,9769080,97915,47332614,47234699
ESP,Europe,Spain,2022-02-13,36643578,822041,9769080,97915,47332614,47234699
ESP,Europe,Spain,2022-02-14,36574872,708282,9950944,98516,47332614,47234098
ESP,Europe,Spain,2022-02-15,36540492,664887,10028409,98826,47332614,47233788
ESP,Europe,Spain,2022-02-16,36503384,615553,10114407,99270,47332614,47233344
ESP,Europe,Spain,2022-02-17,36469171,575221,10188592,99630,47332614,47232984
ESP,Europe,Spain,2022-02-18,36438556,605548,10188592,99918,47332614,47232696
ESP,Europe,Spain,2022-02-19,36438556,605548,10188592,99918,47332614,47232696
ESP,Europe,Spain,2022-02-20,36438556,605548,10188592,99918,47332614,47232696
ESP,Europe,Spain,2022-02-21,36389778,458637,10383817,100382,47332614,47232232
ESP,Europe,Spain,2022-02-22,36367585,437187,10427287,100555,47332614,47232059
ESP,Europe,Spain,2022-02-23,36333673,408241,10489844,100856,47332614,47231758
ESP,Europe,Spain,2022-02-24,36297781,391245,10542506,101082,47332614,47231532
ESP,Europe,Spain,2022-02-25,36270254,369909,10591121,101330,47332614,47231284
ESP,Europe,Spain,2022-02-26,36270254,369909,10591121,101330,47332614,47231284
ESP,Europe,Spain,2022-02-27,36270254,369909,10591121,101330,47332614,47231284
ESP,Europe,Spain,2022-02-28,36270254,301804,10659226,101330,47332614,47231284
ESP,Europe,Spain,2022-03-01,36211693,325822,10693296,101803,47332614,47230811
ESP,Europe,Spain,2022-03-02,36192890,307807,10729960,101957,47332614,47230657
ESP,Europe,Spain,2022-03-03,36169750,296892,10763813,102159,47332614,47230455
ESP,Europe,Spain,2022-03-04,36147350,288791,10794140,102333,47332614,47230281
ESP,Europe,Spain,2022-03-05,36147350,288791,10794140,102333,47332614,47230281
ESP,Europe,Spain,2022-03-06,36147350,288791,10794140,102333,47332614,47230281
ESP,Europe,Spain,2022-03-07,36111353,276313,10842454,102494,47332614,47230120
ESP,Europe,Spain,2022-03-08,36088204,277157,10864474,102779,47332614,47229835
ESP,Europe,Spain,2022-03-09,36066268,265349,10898085,102912,47332614,47229702
ESP,Europe,Spain,2022-03-10,36043653,252213,10933751,102997,47332614,47229617
ESP,Europe,Spain,2022-03-11,36023804,244725,10961030,103055,47332614,47229559
ESP,Europe,Spain,2022-03-12,36023804,244725,10961030,103055,47332614,47229559
ESP,Europe,Spain,2022-03-13,36023804,244725,10961030,103055,47332614,47229559
ESP,Europe,Spain,2022-03-14,36023804,244725,10961030,103055,47332614,47229559
ESP,Europe,Spain,2022-03-15,35987738,222422,11019118,103336,47332614,47229278
ESP,Europe,Spain,2022-03-16,35987738,203773,11037767,103336,47332614,47229278
ESP,Europe,Spain,2022-03-17,35987738,180835,11060705,103336,47332614,47229278
ESP,Europe,Spain,2022-03-18,35923141,222919,11082931,103623,47332614,47228991
ESP,Europe,Spain,2022-03-19,35923141,222919,11082931,103623,47332614,47228991
ESP,Europe,Spain,2022-03-20,35923141,222919,11082931,103623,47332614,47228991
ESP,Europe,Spain,2022-03-21,35923141,187083,11118767,103623,47332614,47228991
ESP,Europe,Spain,2022-03-22,35868994,218016,11141631,103973,47332614,47228641
ESP,Europe,Spain,2022-03-23,35868994,196213,11163434,103973,47332614,47228641
ESP,Europe,Spain,2022-03-24,35868994,173683,11185964,103973,47332614,47228641
