ISO_code,Continent,Country/Region,Date,Total Deaths,New Deaths,New Deaths Smooth (7 days),Total Deaths Fixed (sum New Deaths),Total Deaths Fixed Smooth (7 days)
KOR,Asia,South Korea,2020-01-28,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-01-29,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-01-30,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-01-31,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-02-01,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-02-02,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-02-03,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-02-04,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-02-05,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-02-06,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-02-07,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-02-08,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-02-09,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-02-10,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-02-11,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-02-12,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-02-13,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-02-14,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-02-15,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-02-16,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-02-17,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-02-18,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-02-19,0,0,0.0,0,0.0
KOR,Asia,South Korea,2020-02-20,1,1,0.14285714285714285,1,0.14285714285714285
KOR,Asia,South Korea,2020-02-21,2,1,0.2857142857142857,2,0.42857142857142855
KOR,Asia,South Korea,2020-02-22,2,0,0.2857142857142857,2,0.7142857142857143
KOR,Asia,South Korea,2020-02-23,6,4,0.8571428571428571,6,1.5714285714285714
KOR,Asia,South Korea,2020-02-24,8,2,1.1428571428571428,8,2.7142857142857144
KOR,Asia,South Korea,2020-02-25,10,2,1.4285714285714286,10,4.142857142857143
KOR,Asia,South Korea,2020-02-26,12,2,1.7142857142857142,12,5.857142857142857
KOR,Asia,South Korea,2020-02-27,13,1,1.7142857142857142,13,7.571428571428571
KOR,Asia,South Korea,2020-02-28,13,0,1.5714285714285714,13,9.142857142857142
KOR,Asia,South Korea,2020-02-29,16,3,2.0,16,11.142857142857142
KOR,Asia,South Korea,2020-03-01,17,1,1.5714285714285714,17,12.714285714285714
KOR,Asia,South Korea,2020-03-02,28,11,2.857142857142857,28,15.571428571428571
KOR,Asia,South Korea,2020-03-03,28,0,2.5714285714285716,28,18.142857142857142
KOR,Asia,South Korea,2020-03-04,35,7,3.2857142857142856,35,21.428571428571427
KOR,Asia,South Korea,2020-03-05,35,0,3.142857142857143,35,24.571428571428573
KOR,Asia,South Korea,2020-03-06,42,7,4.142857142857143,42,28.714285714285715
KOR,Asia,South Korea,2020-03-07,44,2,4.0,44,32.714285714285715
KOR,Asia,South Korea,2020-03-08,50,6,4.714285714285714,50,37.42857142857143
KOR,Asia,South Korea,2020-03-09,53,3,3.5714285714285716,53,41.0
KOR,Asia,South Korea,2020-03-10,54,1,3.7142857142857144,54,44.714285714285715
KOR,Asia,South Korea,2020-03-11,60,6,3.5714285714285716,60,48.285714285714285
KOR,Asia,South Korea,2020-03-12,66,6,4.428571428571429,66,52.714285714285715
KOR,Asia,South Korea,2020-03-13,66,0,3.4285714285714284,66,56.142857142857146
KOR,Asia,South Korea,2020-03-14,72,6,4.0,72,60.142857142857146
KOR,Asia,South Korea,2020-03-15,75,3,3.5714285714285716,75,63.714285714285715
KOR,Asia,South Korea,2020-03-16,75,0,3.142857142857143,75,66.85714285714286
KOR,Asia,South Korea,2020-03-17,81,6,3.857142857142857,81,70.71428571428571
KOR,Asia,South Korea,2020-03-18,84,3,3.4285714285714284,84,74.14285714285714
KOR,Asia,South Korea,2020-03-19,91,7,3.5714285714285716,91,77.71428571428571
KOR,Asia,South Korea,2020-03-20,94,3,4.0,94,81.71428571428571
KOR,Asia,South Korea,2020-03-21,102,8,4.285714285714286,102,86.0
KOR,Asia,South Korea,2020-03-22,111,9,5.142857142857143,111,91.14285714285714
KOR,Asia,South Korea,2020-03-23,111,0,5.142857142857143,111,96.28571428571429
KOR,Asia,South Korea,2020-03-24,120,9,5.571428571428571,120,101.85714285714286
KOR,Asia,South Korea,2020-03-25,126,6,6.0,126,107.85714285714286
KOR,Asia,South Korea,2020-03-26,131,5,5.714285714285714,131,113.57142857142857
KOR,Asia,South Korea,2020-03-27,139,8,6.428571428571429,139,120.0
KOR,Asia,South Korea,2020-03-28,144,5,6.0,144,126.0
KOR,Asia,South Korea,2020-03-29,152,8,5.857142857142857,152,131.85714285714286
KOR,Asia,South Korea,2020-03-30,158,6,6.714285714285714,158,138.57142857142858
KOR,Asia,South Korea,2020-03-31,162,4,6.0,162,144.57142857142858
KOR,Asia,South Korea,2020-04-01,165,3,5.571428571428571,165,150.14285714285714
KOR,Asia,South Korea,2020-04-02,169,4,5.428571428571429,169,155.57142857142858
KOR,Asia,South Korea,2020-04-03,174,5,5.0,174,160.57142857142858
KOR,Asia,South Korea,2020-04-04,177,3,4.714285714285714,177,165.28571428571428
