Country/Region,Date,Daily Confirmed Smooth,Daily Deaths Smooth,Positive Test Rate Smooth,Mobility Rate Smooth,Num Hospitalizations Smooth,Num UCI Smooth,Beta Smooth,Gamma Smooth,Mu Smooth
Spain,2020-04-02,7754.142857142857,854.7142857142857,0.344,-0.5938095238095239,3457.5714285714284,300.42857142857144,0.0930112820371584,0.1090768089329915,0.0124396952730166
Spain,2020-04-03,7640.0,865.7142857142857,0.327,-0.5952380952380952,3165.5714285714284,275.7142857142857,0.0860970360590473,0.1014951907338235,0.0114737439704335
Spain,2020-04-04,7561.857142857143,852.1428571428571,0.311,-0.5952380952380952,2960.0,251.0,0.0796684152189901,0.1011970817896792,0.0106516990413548
Spain,2020-04-05,7362.285714285715,834.0,0.3,-0.5966666666666667,2798.5714285714284,232.8571428571429,0.0737400016539464,0.1086791001309511,0.0097562918556347
Spain,2020-04-06,6959.857142857143,803.5714285714286,0.287,-0.5947619047619047,2560.1428571428573,206.42857142857144,0.0690306448244359,0.1066354713710023,0.0093547676451738
Spain,2020-04-07,6574.142857142857,797.2857142857143,0.272,-0.5895238095238096,2394.5714285714284,180.8571428571429,0.0653359944587934,0.0841724430757709,0.0088003662070971
Spain,2020-04-08,6300.285714285715,772.1428571428571,0.259,-0.5823809523809523,2220.5714285714284,161.71428571428572,0.062236235304461,0.0622472364683889,0.0081833756434119
Spain,2020-04-09,5879.571428571428,728.4285714285714,0.245,-0.5888095238095239,2045.7142857142856,143.85714285714286,0.0599580570247685,0.0640031484051909,0.0078214846192451
Spain,2020-04-10,5582.0,697.5714285714286,0.236,-0.6061904761904762,1859.142857142857,127.85714285714286,0.0585607086856582,0.071584766604359,0.0075332667028498
Spain,2020-04-11,5265.571428571428,665.5714285714286,0.231,-0.6021428571428571,1751.7142857142858,114.57142857142856,0.058187479261508,0.0699359861274989,0.0075224919387092
Spain,2020-04-12,5026.428571428572,652.5714285714286,0.224,-0.6009523809523809,1666.428571428571,104.71428571428572,0.0584139227104596,0.0482041800827754,0.0074595932185732
Spain,2020-04-13,4774.857142857143,630.7142857142857,0.213,-0.6061904761904762,1511.857142857143,95.85714285714286,0.0597458759018498,0.0308896728438665,0.0069428050091944
Spain,2020-04-14,4371.285714285715,573.0,0.201,-0.6026190476190475,1389.428571428571,88.42857142857143,0.0626785085409116,0.0299988563273597,0.0071574489873289
Spain,2020-04-15,4203.428571428572,559.4285714285714,0.189,-0.6045238095238095,1253.7142857142858,79.85714285714286,0.0660562051275454,0.025256809941342,0.007439378647117
Spain,2020-04-16,4532.285714285715,552.5714285714286,0.178,-0.5923809523809523,1170.7142857142858,74.57142857142857,0.0678035572791151,0.020921205557623,0.0079011697433922
Spain,2020-04-17,4652.285714285715,560.1428571428571,0.165,-0.5714285714285714,1095.0,70.71428571428571,0.0684872077991112,0.0107745771017818,0.0070753891519998
Spain,2020-04-18,4099.857142857143,491.0,0.154,-0.5735714285714286,1012.0,66.28571428571429,0.0705188954432091,0.0005733849748296,0.0070065943466344
Spain,2020-04-19,4549.0,463.4285714285714,0.145,-0.574047619047619,959.8571428571428,59.71428571428572,0.069554986877378,0.0005733849748296,0.0069452205490411
Spain,2020-04-20,4301.571428571428,442.2857142857143,0.137,-0.5671428571428572,896.4285714285714,53.42857142857143,0.068351909097168,0.0005733849748296,0.0074473016188432
Spain,2020-04-21,4519.571428571428,460.8571428571428,0.126,-0.5700000000000001,812.2857142857143,49.57142857142857,0.0648287267318145,0.0006062680530561,0.0071875396627101
Spain,2020-04-22,4392.142857142857,429.8571428571428,0.116,-0.5688095238095238,743.0,44.142857142857146,0.0601924573037324,0.0007223334974803,0.0070175038876863
